-4.16148 332.891
-4.07839 332.044
-3.9953 331.892
-3.91222 332.133
-3.82913 331.879
-3.74605 332.23
-3.66296 331.862
-3.57987 332.108
-3.49679 332.291
-3.4137 332.071
-3.33062 332.278
-3.24753 332.291
-3.16444 332.025
-3.08136 332.163
-2.99827 332.629
-2.91518 332.419
-2.8321 333.267
-2.74901 333.693
-2.66593 335.062
-2.58284 339.248
-2.49975 345.677
-2.41667 356.814
-2.33358 370.898
-2.25049 389.843
-2.16741 409.586
-2.08432 429.054
-2.00124 444.444
-1.91815 452.298
-1.83506 453.767
-1.75198 448.305
-1.66889 436.007
-1.5858 418.974
-1.50272 398.102
-1.41963 376.113
-1.33655 355.311
-1.25346 336.788
-1.17037 321.541
-1.08729 311.056
-1.0042 303.287
-0.92111 298.814
-0.83803 295.75
-0.75494 292.982
-0.67186 289.306
-0.58877 284.864
-0.50568 279.405
-0.4226 271.972
-0.33951 262.964
-0.25642 254.635
-0.17334 247.082
-0.09025 243.387
-0.00717 242.75
0.07592 247.749
0.15901 254.633
0.24209 263.106
0.32518 272.156
0.40826 279.331
0.49135 285.217
0.57444 289.765
0.65752 292.883
0.74061 295.332
0.8237 299.233
0.90678 303.27
0.98987 310.83
1.07295 321.626
1.15604 335.815
1.23913 354.536
1.32221 376.11
1.4053 398.235
1.48839 418.511
1.57147 434.732
1.65456 447.166
1.73764 453.331
1.82073 453.194
1.90382 445.289
1.9869 429.412
2.06999 410.826
2.15308 390.148
2.23616 371.814
2.31925 356.59
2.40233 345.551
2.48542 339.292
2.56851 335.264
2.65159 333.42
2.73468 333.29
2.81777 332.97
2.90085 332.087
2.98394 332.246
3.06702 332.265
3.15011 332.186
3.2332 331.747
3.31628 331.979
3.39937 332.264
3.48245 331.952
3.56554 332.012
3.64863 332.452
3.73171 331.943
3.8148 331.961
3.89789 331.985
3.98097 332.273
4.06406 331.074
