#"Step","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
23277500,-140835.898746,312.745192121,367
23280000,-141509.956664,313.473401378,367
23282500,-140851.257614,314.916365817,367
23285000,-141779.191929,317.656546323,367
23287500,-140323.361616,310.451733688,367
23290000,-140598.435301,313.839324485,367
23292500,-140194.047754,315.554880199,367
23295000,-141212.533263,312.908494338,367
23297500,-141210.872063,316.504407453,367
23300000,-140005.598143,310.994011821,367
23302500,-140435.560142,313.558896936,367
23305000,-140430.299665,313.897859291,367
23307500,-139805.999635,316.652446175,367
23310000,-139891.82494,313.879682146,367
23312500,-140325.628113,317.538086175,367
23315000,-140829.700006,311.768855448,367
23317500,-141685.216179,311.69451911,367
23320000,-140906.022701,315.940859947,367
23322500,-140824.585254,313.805059037,367
23325000,-140422.500925,316.392689763,367
23327500,-140650.207843,317.719267237,367
23330000,-140072.115404,312.226937053,367
23332500,-140636.594103,314.327335323,367
23335000,-140517.074245,314.376396366,367
23337500,-141515.138488,318.511549277,367
23340000,-140768.333213,314.321543272,367
23342500,-140708.96533,316.604120028,367
23345000,-140009.622106,314.6064524,367
23347500,-141477.003451,315.633057341,367
23350000,-140641.074682,316.346867347,367
23352500,-141011.552436,315.928988942,367
23355000,-141332.99662,318.679298424,367
23357500,-140810.581969,312.108838339,367
23360000,-141536.632575,318.547695623,367
23362500,-141395.680745,312.816696882,367
23365000,-141329.44545,316.142623261,367
23367500,-141273.395747,312.034068575,367
23370000,-141365.848778,311.925097694,367
23372500,-140650.38977,314.228645969,367
23375000,-140901.972239,313.922602377,367
23377500,-140562.784363,317.642559731,367
23380000,-140739.940915,317.857659112,367
23382500,-139771.126206,316.950916929,367
23385000,-141168.804511,314.955743937,367
23387500,-140752.969838,317.393749333,367
23390000,-140843.149352,311.815782394,367
23392500,-141081.775292,313.058708431,367
23395000,-140887.658933,318.665315101,367
23397500,-141312.594406,313.843540694,367
23400000,-140940.677431,318.668698015,367
23402500,-142085.457467,311.02122952,367
23405000,-141045.888664,312.718194336,367
23407500,-141519.953785,315.213631497,367
23410000,-140828.782419,317.313213172,367
23412500,-142001.479077,315.842772615,367
23415000,-141478.39132,316.146131479,367
23417500,-140370.010535,311.822808722,367
23420000,-141215.096111,317.296040716,367
23422500,-140710.940198,321.5811249,367
23425000,-140939.093476,317.840507123,367
23427500,-141244.338164,315.799322055,367
23430000,-141278.66133,318.750395204,367
23432500,-140730.739753,315.669198979,367
23435000,-140881.181823,316.592206219,367
23437500,-141708.354656,314.758068238,367
23440000,-141012.050156,314.212949806,367
23442500,-140988.129387,315.60729114,367
23445000,-141482.027386,316.726247697,367
23447500,-140216.572058,315.134839961,367
23450000,-140849.423543,315.674015282,367
23452500,-141125.292439,309.985420154,367
23455000,-141253.473305,312.492271503,367
23457500,-140759.663905,315.10685732,367
23460000,-140097.377582,314.726211896,367
23462500,-140676.211672,312.687394433,367
23465000,-141099.538477,316.317856538,367
23467500,-140929.512169,317.330373175,367
23470000,-140674.060842,311.82405289,367
23472500,-140670.101101,311.148487487,367
23475000,-141394.73858,320.070672296,367
23477500,-140492.722303,311.328453957,367
23480000,-140408.938851,318.207283735,367
23482500,-140890.898673,314.88137358,367
23485000,-141126.890635,315.714608573,367
23487500,-140806.931769,314.734939483,367
23490000,-141630.700898,311.229932829,367
23492500,-141220.671528,312.974849505,367
23495000,-140410.055239,314.260197181,367
23497500,-140178.81551,314.985161876,367
23500000,-140072.154585,314.458069931,367
23502500,-140856.315721,313.120150369,367
23505000,-140993.673385,315.746399995,367
23507500,-140669.693865,313.74540442,367
23510000,-140546.122234,316.660389516,367
23512500,-140242.869318,316.40360049,367
23515000,-140932.60885,312.45182538,367
23517500,-141474.664455,313.874009574,367
23520000,-140475.664745,313.835806515,367
23522500,-141502.083676,311.026080853,367
23525000,-139958.191552,313.972249364,367
23527500,-140468.718884,317.582945024,367
23530000,-139622.431474,312.026445075,367
23532500,-140415.910461,315.101464753,367
23535000,-140790.719275,313.65160217,367
23537500,-141321.762537,314.127785797,367
23540000,-140794.057548,313.479913944,367
23542500,-140372.078179,315.818666049,367
23545000,-141145.903717,315.816112495,367
23547500,-141006.127067,316.64566026,367
23550000,-141000.243424,313.976531995,367
23552500,-140923.994523,313.305925955,367
23555000,-141254.022506,316.426167544,367
23557500,-140808.203682,316.57963505,367
23560000,-140712.181325,313.678396948,367
23562500,-141240.593046,311.651077314,367
23565000,-141060.653913,315.889081967,367
23567500,-139846.035919,312.214905085,367
23570000,-140948.965741,314.084980134,367
23572500,-141187.087461,317.703732197,367
23575000,-141172.431084,315.502627483,367
23577500,-141128.206595,314.219093847,367
23580000,-140802.491953,317.185955874,367
23582500,-141409.043492,315.659947869,367
23585000,-139320.092691,314.971517274,367
23587500,-141342.616258,314.831519788,367
23590000,-141099.058724,314.793502361,367
23592500,-141259.077883,311.97699744,367
23595000,-140998.658112,312.805181387,367
23597500,-140677.537318,313.295804303,367
23600000,-140539.684118,314.387349485,367
23602500,-141695.720032,317.480078422,367
23605000,-142120.643822,310.969318563,367
23607500,-141379.274832,318.676829547,367
23610000,-140297.575581,310.89407629,367
23612500,-139877.2289,313.883137735,367
23615000,-141035.437957,317.06297393,367
23617500,-141458.421603,316.230592835,367
23620000,-140111.066393,314.300310692,367
23622500,-140697.526092,316.505524026,367
23625000,-141200.658131,316.572449023,367
23627500,-140441.377713,317.692582567,367
23630000,-139927.656512,314.040047382,367
23632500,-140300.904537,314.851109943,367
23635000,-140643.947311,318.087494777,367
23637500,-139988.113439,316.897264254,367
23640000,-141249.988902,316.364194043,367
23642500,-141009.278849,313.035590933,367
23645000,-140434.039951,314.041155359,367
23647500,-140470.117907,312.851450459,367
23650000,-140599.483117,313.878451092,367
23652500,-140763.258184,315.934498542,367
23655000,-141517.341627,317.16858129,367
23657500,-140873.858554,311.330768554,367
23660000,-140657.001904,315.593228797,367
23662500,-140692.780733,314.90771489,367
23665000,-141099.235021,315.445194732,367
23667500,-140788.148655,313.187777525,367
23670000,-140923.006136,312.284709607,367
23672500,-140701.750678,314.402402223,367
23675000,-140695.84361,315.643362592,367
23677500,-140562.36953,317.12457842,367
23680000,-140183.161285,313.66002383,367
23682500,-140422.9495,313.174109096,367
23685000,-141234.934513,316.057563495,367
23687500,-140994.708186,318.016439961,367
23690000,-141017.76116,318.106384957,367
23692500,-141364.028922,311.757193795,367
23695000,-141168.20335,316.699481089,367
23697500,-141466.419903,313.609721779,367
23700000,-141755.624975,313.320548851,367
23702500,-140410.489418,313.162585235,367
23705000,-140919.410983,317.121083025,367
23707500,-141832.59171,317.45109104,367
23710000,-141611.029692,314.056784298,367
23712500,-140426.047036,313.084366682,367
23715000,-141605.466321,314.222777543,367
23717500,-141351.256751,313.037195919,367
23720000,-139899.481817,315.56489851,367
23722500,-141634.696305,317.561549385,367
23725000,-141013.105288,311.235957021,367
23727500,-139982.381971,314.449800877,367
23730000,-140597.023455,315.497333023,367
23732500,-140924.300975,316.868324689,367
23735000,-141056.774907,312.843825131,367
23737500,-141162.825633,314.725480284,367
23740000,-140869.128384,312.886853003,367
23742500,-141136.801878,312.727632134,367
23745000,-141179.096605,315.671943361,367
23747500,-140695.820476,315.948815063,367
23750000,-140219.080281,309.975075439,367
23752500,-140894.340939,314.300173363,367
23755000,-141103.960967,316.10931092,367
23757500,-141774.038924,312.418980448,367
23760000,-142491.756311,312.437247671,367
23762500,-140871.816493,314.047191668,367
23765000,-141135.224217,310.76102998,367
23767500,-140640.06158,313.395166302,367
23770000,-141287.042123,317.002929317,367
23772500,-141589.783741,311.255907486,367
23775000,-141312.078292,318.098540799,367
23777500,-140938.337326,313.117792983,367
23780000,-140892.873541,312.533509485,367
23782500,-140692.272116,315.012442815,367
23785000,-141021.06811,309.561043294,367
23787500,-141478.227571,315.103656758,367
23790000,-141305.789193,313.09941867,367
23792500,-140806.332556,314.526145675,367
23795000,-140949.210689,312.896645517,367
23797500,-140752.677662,313.623327876,367
23800000,-141050.573078,311.793907701,367
23802500,-140414.799935,313.250939322,367
23805000,-140663.046636,311.920704456,367
23807500,-141350.151057,315.526847713,367
23810000,-140206.439319,316.059322985,367
23812500,-140685.1374,312.917482888,367
23815000,-141026.594764,318.330303636,367
23817500,-141500.906584,315.715214786,367
23820000,-141024.277517,313.831863129,367
23822500,-140655.699678,317.151628945,367
23825000,-141263.444755,316.928335438,367
23827500,-141104.453264,314.556012363,367
23830000,-140784.900259,312.469431908,367
23832500,-140850.183228,315.349573807,367
23835000,-139379.046274,314.104678209,367
23837500,-140865.589007,316.28674988,367
23840000,-140407.951942,314.086756884,367
23842500,-141867.920135,314.706928992,367
23845000,-140962.679665,311.544223102,367
23847500,-140708.393689,314.935442264,367
23850000,-140678.68782,316.673310527,367
23852500,-140677.490793,312.9435993,367
23855000,-141864.81003,316.800171718,367
23857500,-140353.541442,315.047416631,367
23860000,-140674.926061,316.392974192,367
23862500,-140743.314027,318.612303328,367
23865000,-140355.816707,318.356427383,367
23867500,-140852.186447,315.491274847,367
23870000,-140285.847226,314.595874301,367
23872500,-140813.326663,317.628782823,367
23875000,-141665.736352,313.944745051,367
23877500,-141823.08207,316.839086625,367
23880000,-140803.21077,311.674706514,367
23882500,-141471.451043,316.412189546,367
23885000,-141512.960261,313.691321366,367
23887500,-141250.366706,314.11453154,367
23890000,-141561.395201,317.63350095,367
23892500,-140597.985064,310.322987613,367
23895000,-140991.508368,314.916980801,367
23897500,-140778.97199,313.428404991,367
23900000,-141607.541487,317.552797335,367
23902500,-140664.671337,313.158972135,367
23905000,-141009.035602,312.788967715,367
23907500,-139908.447491,314.870004884,367
23910000,-141276.874217,315.727745734,367
23912500,-141356.527704,314.358407227,367
23915000,-141048.857411,316.117287593,367
23917500,-141211.955926,311.972400081,367
23920000,-140980.801787,312.041153084,367
23922500,-140503.331337,313.12813829,367
23925000,-141194.605808,318.11369845,367
23927500,-141115.183988,317.082654508,367
23930000,-141002.233725,312.135004913,367
23932500,-141493.854871,315.642224631,367
23935000,-141061.749613,310.736087147,367
23937500,-141427.979615,312.084670483,367
23940000,-141032.775566,317.217248664,367
23942500,-140641.679696,314.556766591,367
23945000,-141053.323311,311.302229297,367
23947500,-140981.268688,314.73298621,367
23950000,-140890.412065,315.60390958,367
23952500,-140814.620736,314.385925981,367
23955000,-141031.700135,317.474929757,367
23957500,-141405.946274,314.157565433,367
23960000,-141215.367067,312.211042899,367
23962500,-141605.678451,312.268406546,367
23965000,-141191.153485,313.708724393,367
23967500,-140967.780318,312.267345346,367
23970000,-140623.654404,312.186084438,367
23972500,-140387.541314,313.377531457,367
23975000,-140738.107041,314.026070974,367
23977500,-140884.82622,313.670528531,367
23980000,-140833.312711,314.510498048,367
23982500,-140798.976294,313.776532728,367
23985000,-140160.655705,316.620437175,367
23987500,-141274.213542,316.303491543,367
23990000,-140978.518289,316.138493198,367
23992500,-141270.235053,316.332115098,367
23995000,-141036.518359,313.693253276,367
23997500,-141175.30048,312.954940709,367
24000000,-141363.103685,315.822488499,367
24002500,-141015.50473,315.455319795,367
24005000,-141016.497595,312.482518924,367
24007500,-141604.892706,313.371030487,367
24010000,-141541.004028,313.523857387,367
24012500,-141246.292076,314.434034933,367
24015000,-140939.964646,315.283462349,367
24017500,-141638.783274,312.844889213,367
24020000,-140840.672295,315.653571233,367
24022500,-140567.167629,314.674184269,367
24025000,-141116.757438,316.212840515,367
24027500,-142277.218756,314.571135918,367
24030000,-141432.479851,315.010318822,367
24032500,-141716.535755,316.82315577,367
24035000,-141514.351232,316.320689502,367
24037500,-141753.969297,312.973575391,367
24040000,-141900.507746,314.454689484,367
24042500,-142070.1106,313.08588545,367
24045000,-141075.999039,315.865361567,367
24047500,-140317.972265,311.466667349,367
24050000,-140269.054715,315.942219557,367
24052500,-140701.478944,312.498265466,367
24055000,-140135.320727,313.569769866,367
24057500,-141191.073489,315.708620934,367
24060000,-141193.678648,314.186893156,367
24062500,-141115.631221,313.028028398,367
24065000,-142044.104384,316.132722143,367
24067500,-140813.933437,309.844238447,367
24070000,-140984.528467,315.498690735,367
24072500,-140715.192775,312.372815854,367
24075000,-141339.738272,314.233763731,367
24077500,-141142.017046,316.421596028,367
24080000,-141245.659117,316.585858055,367
24082500,-140943.45626,318.6397935,367
24085000,-141162.555828,314.886985166,367
24087500,-140148.290706,314.409301939,367
24090000,-141055.476538,311.914068877,367
24092500,-140882.50821,314.2371166,367
24095000,-140587.954698,312.436247003,367
24097500,-140015.956693,313.842813178,367
24100000,-141521.135951,313.407752746,367
24102500,-141325.830502,314.561127855,367
24105000,-140739.449985,311.966446781,367
24107500,-140663.538264,314.309093701,367
24110000,-140351.059398,314.221503921,367
24112500,-140373.731174,316.833735708,367
24115000,-140819.627306,314.319753416,367
24117500,-141027.210811,310.907779766,367
24120000,-140321.083888,315.50393139,367
24122500,-141082.545913,311.895489399,367
24125000,-140130.787713,313.390753473,367
24127500,-140554.926691,316.713279303,367
24130000,-140418.291411,313.242316262,367
24132500,-140833.135619,308.926478626,367
24135000,-141120.470192,313.354508391,367
24137500,-140740.036943,310.684837408,367
24140000,-141482.769342,314.070160135,367
24142500,-140643.582562,311.111101526,367
24145000,-140342.653104,310.393520976,367
24147500,-140561.71423,315.475425104,367
24150000,-140826.72198,309.443955773,367
24152500,-140974.231273,313.352666352,367
24155000,-141873.319539,316.315374928,367
24157500,-140711.362104,316.623858664,367
24160000,-140754.399097,318.099400216,367
24162500,-141872.370523,311.010336727,367
24165000,-141769.664704,314.884687183,367
24167500,-141220.127962,316.593799319,367
24170000,-140998.065377,317.101065744,367
24172500,-141045.443057,313.150183922,367
24175000,-141461.189564,317.872220373,367
24177500,-140018.791762,314.125065867,367
24180000,-141130.058818,314.976280327,367
24182500,-141115.304572,316.100635657,367
24185000,-141142.536126,316.733507906,367
24187500,-140935.817455,318.74939151,367
24190000,-140692.931336,314.694038256,367
24192500,-141560.71998,315.613796726,367
24195000,-140832.24274,314.437795722,367
24197500,-141212.134883,313.602445851,367
24200000,-141462.181128,311.980812673,367
24202500,-141338.665865,313.066779015,367
24205000,-140997.626181,314.098484314,367
24207500,-140651.274051,312.858861201,367
24210000,-140773.815495,318.067909781,367
24212500,-141123.997012,315.257909823,367
24215000,-140620.04506,310.455244296,367
24217500,-141252.625647,313.642054153,367
24220000,-140389.99652,311.24866631,367
24222500,-140691.9458,314.911189283,367
24225000,-139341.525882,316.480438547,367
24227500,-140564.81854,316.707735519,367
24230000,-140834.580631,313.679540638,367
24232500,-140767.764098,314.840059954,367
24235000,-140379.673048,315.282335285,367
24237500,-140209.105283,313.91331159,367
24240000,-140812.468875,316.899187078,367
24242500,-141506.886108,316.206755954,367
24245000,-141132.27586,312.681754956,367
24247500,-140379.086245,310.684059683,367
24250000,-141359.96948,311.143807948,367
24252500,-140974.886203,313.770378376,367
24255000,-140903.568329,311.710614556,367
24257500,-140704.685321,313.254104782,367
24260000,-140568.934999,314.608722801,367
24262500,-139898.334369,311.080470445,367
24265000,-141320.868205,312.320658792,367
24267500,-140769.915019,311.697384586,367
24270000,-140189.821108,314.777744993,367
24272500,-141172.526392,314.854548188,367
24275000,-141292.301052,312.613394382,367
24277500,-141632.279675,316.524853031,367
24280000,-141248.680832,313.558019557,367
24282500,-141224.481725,313.610868355,367
24285000,-141405.565188,314.593568595,367
24287500,-140831.527022,316.096419085,367
24290000,-140592.16345,315.181499723,367
24292500,-141047.473478,317.374314674,367
24295000,-140507.667208,314.739489359,367
24297500,-140571.696638,314.509411902,367
24300000,-141568.416943,316.950682597,367
24302500,-140996.752911,312.196101097,367
24305000,-141147.299768,318.973088082,367
24307500,-141404.898226,313.174205882,367
24310000,-140777.114023,317.506397913,367
24312500,-141059.179158,312.702240121,367
24315000,-139114.243295,314.071812676,367
24317500,-140208.351432,316.129131636,367
24320000,-141011.905306,310.550321985,367
24322500,-141021.705623,310.883662055,367
24325000,-140605.899106,314.112245333,367
24327500,-140620.516024,313.520811062,367
24330000,-140506.736122,315.271558292,367
24332500,-139913.307844,314.768223784,367
24335000,-140877.422778,314.61782512,367
24337500,-141090.316123,315.837071763,367
24340000,-140923.993519,314.22792281,367
24342500,-141354.458853,316.610901886,367
24345000,-139962.626961,312.738152535,367
24347500,-140933.80727,318.013098828,367
24350000,-141529.180611,317.568886461,367
24352500,-140920.917103,311.941716702,367
24355000,-140565.899254,315.773712915,367
24357500,-140843.75557,314.03771202,367
24360000,-141056.426311,312.304659004,367
24362500,-141357.92122,315.471747171,367
24365000,-140879.599904,317.269827741,367
24367500,-140611.955579,317.075706776,367
24370000,-141457.202178,313.582702418,367
24372500,-139932.513891,316.272412586,367
24375000,-140976.895144,311.319678534,367
24377500,-140975.298009,316.624008889,367
24380000,-140990.399802,315.241458202,367
24382500,-141063.836533,315.455300738,367
24385000,-140273.832435,314.085009076,367
24387500,-140811.567095,313.200747437,367
24390000,-141409.957859,313.539531577,367
24392500,-140481.364165,312.743385707,367
24395000,-140455.983905,313.550875377,367
24397500,-142003.667733,312.886422841,367
24400000,-141072.009064,312.327955392,367
24402500,-140749.037219,315.302784929,367
24405000,-140822.749895,312.728308957,367
24407500,-141919.834721,318.071557236,367
24410000,-140771.249931,313.021065404,367
24412500,-141030.147985,315.482857268,367
24415000,-140444.63971,312.375773344,367
24417500,-140791.812194,314.385279842,367
24420000,-141338.081847,316.805877918,367
24422500,-140298.262284,318.482359463,367
24425000,-141276.501034,313.880679294,367
24427500,-140232.508653,315.829900526,367
24430000,-140469.861732,312.964023072,367
24432500,-140873.446254,315.813409665,367
24435000,-140769.918345,311.870845716,367
24437500,-140975.098433,315.073076728,367
24440000,-141284.731952,308.968388387,367
24442500,-141060.879307,312.679934522,367
24445000,-140518.149994,314.71172666,367
24447500,-140912.748261,317.449553166,367
24450000,-140537.011379,314.494771229,367
24452500,-140592.208375,313.962770826,367
24455000,-140638.342533,311.896726481,367
24457500,-140003.689942,311.342555146,367
24460000,-140611.651473,314.227319969,367
24462500,-139909.439218,311.38993119,367
24465000,-140425.290764,315.629524824,367
24467500,-141737.674013,315.128274478,367
24470000,-141206.773682,312.781197263,367
24472500,-140925.685295,316.200664103,367
24475000,-140985.024425,311.851202243,367
24477500,-141106.552128,312.172303403,367
24480000,-140871.140958,312.495958681,367
24482500,-140965.768182,314.190466122,367
24485000,-140444.207294,315.562867858,367
24487500,-140892.593643,314.074845496,367
24490000,-141269.657427,312.599949119,367
24492500,-140523.096078,311.640551965,367
24495000,-141169.128541,315.288394283,367
24497500,-139937.783673,316.886469072,367
24500000,-140769.520137,311.847307306,367
24502500,-140075.933386,314.821479925,367
24505000,-141164.994775,310.559845313,367
24507500,-140400.79579,312.293447025,367
24510000,-141349.578538,317.303591084,367
24512500,-141077.407435,315.970225088,367
24515000,-140444.981528,320.008272288,367
24517500,-141324.743654,312.597268322,367
24520000,-139826.984873,313.892223405,367
24522500,-140577.499777,317.67718528,367
24525000,-141124.354241,313.443652313,367
24527500,-140970.548528,316.853640904,367
24530000,-140937.056106,317.91752827,367
24532500,-140859.640742,314.447774613,367
24535000,-140754.849971,312.400743734,367
24537500,-140172.679592,313.558178369,367
24540000,-140297.909268,317.652716908,367
24542500,-141083.453025,315.333209514,367
24545000,-140845.502285,312.752479494,367
24547500,-140234.749058,317.43697703,367
24550000,-140936.763995,313.887714329,367
24552500,-141436.147488,319.202388355,367
24555000,-140805.90395,316.342942085,367
24557500,-140043.641559,313.098521297,367
24560000,-140832.266989,318.386149611,367
24562500,-141406.48287,312.542746501,367
24565000,-140520.351636,313.49164834,367
24567500,-140302.644079,316.875791677,367
24570000,-140782.41268,315.038478047,367
24572500,-140324.122616,311.933398624,367
24575000,-140735.92933,314.937995757,367
24577500,-140134.400255,311.254415642,367
24580000,-141055.633771,314.375943041,367
24582500,-141006.861163,312.703498339,367
24585000,-140574.243029,315.716782467,367
24587500,-140363.396778,311.736909853,367
24590000,-141010.136654,310.158252326,367
24592500,-141262.579912,312.156818465,367
24595000,-140581.177073,316.793716704,367
24597500,-141303.118545,315.409970259,367
24600000,-141089.645664,314.100830155,367
24602500,-141285.328505,316.075428775,367
24605000,-140750.690089,314.772751636,367
24607500,-140482.728504,314.451958701,367
24610000,-141191.101045,312.540806075,367
24612500,-141099.823202,315.264960181,367
24615000,-140511.192219,313.163287751,367
24617500,-141206.877555,310.134969359,367
24620000,-141416.753327,315.351143056,367
24622500,-141355.499877,312.975618941,367
24625000,-141431.193601,314.658421093,367
24627500,-141645.786945,310.195426607,367
24630000,-141443.28426,314.38394353,367
24632500,-141739.934165,315.344659126,367
24635000,-140879.105853,312.99873917,367
24637500,-140277.43832,315.513728813,367
24640000,-140830.180743,310.606061096,367
24642500,-140503.330936,313.336759834,367
24645000,-140755.7831,313.723559543,367
24647500,-141414.871956,316.545097447,367
24650000,-140990.152737,315.134868645,367
24652500,-141032.962335,312.350423782,367
24655000,-141267.995419,313.27803255,367
24657500,-141214.087851,315.428692704,367
24660000,-140545.696696,310.517185448,367
24662500,-141700.067815,314.855258811,367
24665000,-141167.066933,317.032240168,367
24667500,-142297.640021,314.71644833,367
24670000,-141657.355202,312.54385889,367
24672500,-140264.380312,312.783885355,367
24675000,-141249.086579,314.962638836,367
24677500,-140365.709824,311.504517779,367
24680000,-139806.163731,316.018262299,367
24682500,-141491.685556,309.877814884,367
24685000,-140309.684966,313.671387113,367
24687500,-140852.440633,313.982746546,367
24690000,-140751.397548,315.590575521,367
24692500,-139985.429804,308.383584296,367
24695000,-141229.109416,316.997375706,367
24697500,-141146.774485,317.760537375,367
24700000,-141891.673706,314.207552775,367
24702500,-140310.808117,314.82064363,367
24705000,-141231.480618,313.088507864,367
24707500,-141885.546704,314.793016098,367
24710000,-141293.618384,317.394231966,367
24712500,-140540.718275,314.203057669,367
24715000,-140885.503817,312.067421733,367
24717500,-141121.565811,314.62346835,367
24720000,-140820.719982,313.626421572,367
24722500,-140886.591872,315.680261487,367
24725000,-140532.59179,314.814278541,367
24727500,-140522.202886,316.418340455,367
24730000,-141479.291701,315.454578377,367
24732500,-141626.049754,317.473334003,367
24735000,-141228.661907,313.120075204,367
24737500,-141170.277716,312.526160511,367
24740000,-140173.394384,316.41590934,367
24742500,-139946.494259,310.174350495,367
24745000,-140644.333515,313.524575224,367
24747500,-141062.575557,313.847396453,367
24750000,-141195.030008,315.078792292,367
24752500,-140813.194366,317.049200646,367
24755000,-141345.739022,315.915675684,367
24757500,-140479.285299,314.449910064,367
24760000,-141889.444981,315.959099542,367
24762500,-141322.279513,315.084304416,367
24765000,-140821.171546,318.360417744,367
24767500,-139974.808149,311.496381115,367
24770000,-141336.127571,316.356373315,367
24772500,-140666.183276,314.492324774,367
24775000,-140567.305723,310.142101736,367
24777500,-141081.752517,314.195600594,367
24780000,-141020.25349,313.431522627,367
24782500,-141109.052927,313.559221909,367
24785000,-141029.761024,315.421403422,367
24787500,-140995.807048,314.000821999,367
24790000,-141305.4388,316.011125776,367
24792500,-141719.7224,313.56034016,367
24795000,-141104.949091,316.607501361,367
24797500,-141657.282026,309.807438113,367
24800000,-140673.412608,319.962548092,367
24802500,-141349.388705,315.142184221,367
24805000,-141413.292175,315.742594779,367
24807500,-140711.744239,314.023166781,367
24810000,-140903.818457,316.711052073,367
24812500,-140962.464814,314.10836963,367
24815000,-140976.153963,314.514890664,367
24817500,-140625.114494,316.585999027,367
24820000,-141159.089378,315.274685478,367
24822500,-140537.442492,313.750817275,367
24825000,-140711.754738,315.909524848,367
24827500,-141997.108304,311.748646554,367
24830000,-141156.365215,316.48559665,367
24832500,-140585.822369,310.897797573,367
24835000,-140242.039804,314.714834741,367
24837500,-140244.31702,318.283400747,367
24840000,-140267.099477,315.422659914,367
24842500,-139909.817066,317.796012944,367
24845000,-141070.657814,315.683606763,367
24847500,-140167.034336,312.34865995,367
24850000,-141165.421682,312.74385178,367
24852500,-141163.779175,314.103896763,367
24855000,-140260.603736,314.437079392,367
24857500,-140300.082075,312.47368178,367
24860000,-140098.147678,310.190873482,367
24862500,-140343.142597,318.243844006,367
24865000,-140001.332111,308.240194592,367
24867500,-141095.291657,312.365574277,367
24870000,-141776.837651,312.521306062,367
24872500,-140618.128316,314.993869325,367
24875000,-139932.872897,314.642856533,367
24877500,-140461.451939,315.551982897,367
24880000,-140107.707984,311.823966483,367
24882500,-140621.259732,311.523826398,367
24885000,-140350.292821,313.633174665,367
24887500,-140808.444258,317.699392269,367
24890000,-140770.79822,317.01694651,367
24892500,-139693.866241,310.240874345,367
24895000,-140378.21758,316.335316218,367
24897500,-140680.663033,313.141053094,367
24900000,-141005.358216,313.743778146,367
24902500,-139520.902618,312.394180613,367
24905000,-139875.465619,311.502478954,367
24907500,-140227.23598,311.83820273,367
24910000,-140573.964078,313.536770996,367
24912500,-140241.067019,319.523579453,367
24915000,-140781.91368,311.43870615,367
24917500,-139718.270676,315.336602531,367
24920000,-139526.881754,309.638226543,367
24922500,-140544.317542,315.852369389,367
24925000,-140699.412256,314.469907152,367
24927500,-140067.031867,314.737313229,367
24930000,-140590.866672,311.428685347,367
24932500,-139905.60899,313.842787911,367
24935000,-141068.640754,318.968606895,367
24937500,-140093.155835,317.75712021,367
24940000,-141932.135054,316.207416951,367
24942500,-141088.253905,316.039686737,367
24945000,-140049.709081,318.969868277,367
24947500,-140218.62135,314.594555898,367
24950000,-140578.935769,312.152376215,367
24952500,-141378.719827,314.23724149,367
24955000,-140547.719488,314.2512632,367
24957500,-140948.554457,314.861241631,367
24960000,-141130.239363,313.414127778,367
24962500,-141052.387329,314.697259146,367
24965000,-139761.4062,313.772019199,367
24967500,-140552.628628,320.902216007,367
24970000,-140712.816239,312.277369108,367
24972500,-140661.836659,312.873137749,367
24975000,-140751.808446,310.091495804,367
24977500,-140586.226981,314.670499076,367
24980000,-141341.439678,318.268902871,367
24982500,-141638.505344,319.408856259,367
24985000,-140840.110739,312.823807338,367
24987500,-140708.052321,314.628267019,367
24990000,-140989.350787,313.901875048,367
24992500,-140955.290747,316.9215652,367
24995000,-141733.43112,316.660522226,367
24997500,-140857.488236,311.814957689,367
25000000,-141277.804632,313.899888793,367
25002500,-140719.724238,307.619488486,367
25005000,-140806.416909,314.603383671,367
25007500,-142000.893694,313.937194541,367
25010000,-139642.493241,313.730678745,367
25012500,-141164.506648,314.824278237,367
25015000,-140335.010943,315.033363137,367
25017500,-139788.842857,315.584982029,367
25020000,-140259.687032,312.181237916,367
25022500,-140498.928173,317.155173315,367
25025000,-139830.077378,315.668380153,367
25027500,-140479.793572,312.688277042,367
25030000,-140951.096176,315.060509916,367
25032500,-141436.258644,317.013638604,367
25035000,-141347.975482,313.184286888,367
25037500,-140705.298962,313.70642232,367
25040000,-141585.123542,319.369171382,367
25042500,-139539.343682,309.757416179,367
25045000,-141262.567327,314.134577351,367
25047500,-141398.116107,313.740713841,367
25050000,-140037.288751,313.797644,367
25052500,-141009.84597,314.544316497,367
25055000,-140718.128102,310.329390942,367
25057500,-141175.852458,314.515398534,367
25060000,-141297.803159,315.538461157,367
25062500,-140380.277009,312.513857805,367
25065000,-140228.726175,313.854806,367
25067500,-141501.710607,314.458751047,367
25070000,-141033.260607,312.775939042,367
25072500,-141128.682815,313.429889658,367
25075000,-140976.337869,311.998269648,367
25077500,-141339.036838,309.528853227,367
25080000,-139967.150617,311.855362116,367
25082500,-141356.87494,312.862636749,367
25085000,-140850.986961,308.750593196,367
25087500,-141077.192963,315.476908923,367
25090000,-141109.35204,312.874999925,367
25092500,-141313.933813,318.49145073,367
25095000,-139536.50959,314.033006994,367
25097500,-140554.755901,311.399503911,367
25100000,-140669.400458,311.218792658,367
25102500,-141659.632264,317.176455877,367
25105000,-141184.128376,313.88043635,367
25107500,-140760.790377,313.821260801,367
25110000,-140442.87045,313.366722456,367
