#"Step","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
10255000,-135825.477254,317.214531882,360
10257500,-136851.087376,312.152662689,360
10260000,-135869.985415,315.567821944,360
10262500,-135894.565167,314.900696954,360
10265000,-136179.825511,315.941233241,360
10267500,-136103.770152,313.023425484,360
10270000,-136221.048195,312.49164177,360
10272500,-136404.678674,318.295806944,360
10275000,-136651.738563,312.812992093,360
10277500,-135725.800077,313.104275149,360
10280000,-135906.829674,313.50379357,360
10282500,-136010.960446,316.119338273,360
10285000,-135876.610246,316.584311257,360
10287500,-135896.62186,314.576293333,360
10290000,-136165.969626,312.600399029,360
10292500,-134577.591043,312.752873618,360
10295000,-135945.20565,316.846234672,360
10297500,-136222.764228,312.87038984,360
10300000,-135698.269974,314.061381852,360
10302500,-135381.083177,309.144589254,360
10305000,-135060.527072,318.954904829,360
10307500,-135952.75819,312.712527223,360
10310000,-136643.577845,315.904917571,360
10312500,-136130.787066,314.341661757,360
10315000,-136177.324556,314.212874139,360
10317500,-135687.210241,314.775817095,360
10320000,-135432.088962,308.331729417,360
10322500,-135718.705979,312.392848319,360
10325000,-135138.352323,318.354522548,360
10327500,-136447.183956,316.275016116,360
10330000,-135911.205364,316.333770067,360
10332500,-136972.954976,315.472556755,360
10335000,-135121.560788,315.446358651,360
10337500,-135815.091778,310.983470794,360
10340000,-136905.24333,314.995432206,360
10342500,-136216.533729,315.059424034,360
10345000,-135455.139109,314.236354437,360
10347500,-135956.141854,312.55625321,360
10350000,-136096.955104,313.896673179,360
10352500,-135753.228375,315.02311837,360
10355000,-136441.442651,313.946108746,360
10357500,-135919.443243,313.340310378,360
10360000,-136327.00959,313.732818079,360
10362500,-135634.599233,314.81213598,360
10365000,-135900.675249,314.881742464,360
10367500,-136129.505583,316.014549855,360
10370000,-136755.612396,314.708112321,360
10372500,-135436.652551,315.324858928,360
10375000,-136980.118254,312.591649861,360
10377500,-136734.837636,314.341480039,360
10380000,-136030.720063,313.927178241,360
10382500,-136667.396612,317.430478357,360
10385000,-137058.615218,315.866527221,360
10387500,-136660.877039,315.381213629,360
10390000,-136168.495398,312.709988683,360
10392500,-136531.092241,314.400651682,360
10395000,-136185.817844,312.703085145,360
10397500,-136309.722915,316.19472165,360
10400000,-135834.985023,309.039305682,360
10402500,-136316.868653,313.656068169,360
10405000,-136013.92864,312.617088705,360
10407500,-136347.552514,310.737767255,360
10410000,-135852.939309,316.125503756,360
10412500,-136152.714263,310.114487028,360
10415000,-135216.423823,311.736456362,360
10417500,-135875.209644,314.259891593,360
10420000,-136396.477414,317.686009512,360
10422500,-135836.209494,310.790902333,360
10425000,-134980.99652,314.061314203,360
10427500,-135582.598193,312.841334834,360
10430000,-136209.516746,318.618022145,360
10432500,-136244.446686,313.01166461,360
10435000,-135346.366653,315.101340394,360
10437500,-135303.409516,311.437528852,360
10440000,-135952.108654,315.773754,360
10442500,-135079.335455,312.942542258,360
10445000,-135548.774291,316.488933534,360
10447500,-136148.389534,317.067790157,360
10450000,-135310.880522,312.35841392,360
10452500,-135477.24046,317.786865661,360
10455000,-135788.656484,313.704312631,360
10457500,-137034.908356,314.362735133,360
10460000,-136099.322617,314.73869472,360
10462500,-136012.531164,314.531457407,360
10465000,-135686.445689,308.977380324,360
10467500,-136232.938549,318.990178911,360
10470000,-136022.808526,311.67592646,360
10472500,-135255.635937,311.0175545,360
10475000,-135454.735144,313.332677265,360
10477500,-136210.680795,317.082239736,360
10480000,-135061.877506,313.31820356,360
10482500,-135106.637432,313.636077818,360
10485000,-136124.064365,316.63730842,360
10487500,-136010.746986,312.487935859,360
10490000,-135802.926461,313.525852699,360
10492500,-136737.544272,312.265097734,360
10495000,-135889.269374,314.841431967,360
10497500,-136260.878635,315.200179014,360
10500000,-135388.644425,315.367802653,360
10502500,-136428.825135,313.27116238,360
10505000,-136092.145032,312.98566077,360
10507500,-135677.815585,313.175799448,360
10510000,-135097.558833,315.321559153,360
10512500,-135929.50678,315.97561464,360
10515000,-136420.575346,317.709424796,360
10517500,-136170.496459,313.934231521,360
10520000,-135829.581076,315.095968164,360
10522500,-135349.543144,315.401691753,360
10525000,-136072.748729,321.174783673,360
10527500,-135274.691108,318.950959005,360
10530000,-134919.732418,312.427202082,360
10532500,-135600.466474,319.367320914,360
10535000,-135329.967416,315.769650751,360
10537500,-136032.296279,315.233593016,360
10540000,-135388.746919,312.947600585,360
10542500,-136513.148314,314.26207588,360
10545000,-135733.615111,314.599176978,360
10547500,-136330.567531,313.927583423,360
10550000,-136537.510862,317.223617266,360
10552500,-135536.992617,318.362832604,360
10555000,-135798.737167,313.197843831,360
10557500,-136079.708794,313.514241478,360
10560000,-135835.991508,316.44510042,360
10562500,-135760.93938,312.634013046,360
10565000,-135798.051823,314.989511603,360
10567500,-136157.478026,318.959467994,360
10570000,-135531.060887,312.926923729,360
10572500,-135673.862228,316.465371542,360
10575000,-135534.407282,315.213183655,360
10577500,-135446.576583,316.996213652,360
10580000,-135381.197025,317.552644798,360
10582500,-135308.780564,311.272485016,360
10585000,-136160.508475,312.470277125,360
10587500,-135891.609404,315.68974658,360
10590000,-136287.872429,315.478804642,360
10592500,-135871.410188,313.411511303,360
10595000,-136405.093589,317.032255634,360
10597500,-134835.585429,312.383025997,360
10600000,-135697.651132,316.112547089,360
10602500,-135105.587988,311.629403987,360
10605000,-135859.682062,318.805428457,360
10607500,-135465.155335,313.289543401,360
10610000,-135273.160374,315.331672251,360
10612500,-136751.676011,316.232424097,360
10615000,-135420.957445,315.462984806,360
10617500,-135830.417863,316.311447577,360
10620000,-135448.430099,315.834039068,360
10622500,-135987.379756,310.690836998,360
10625000,-135450.0705,315.422770805,360
10627500,-135928.854788,313.803447463,360
10630000,-135063.773994,315.458792267,360
10632500,-135471.268854,311.183901109,360
10635000,-135614.633973,312.695644692,360
10637500,-135675.879325,315.582559421,360
10640000,-135559.254832,313.830336541,360
10642500,-135776.467034,318.06908896,360
10645000,-136197.353901,313.776753378,360
10647500,-135984.671202,314.670839764,360
10650000,-136276.283338,315.710010286,360
10652500,-136165.869646,316.952218888,360
10655000,-135593.807856,314.254896371,360
10657500,-136074.349122,313.406067723,360
10660000,-135950.036863,311.114103375,360
10662500,-136398.693098,312.191103644,360
10665000,-135433.825291,312.480278021,360
10667500,-136723.33303,313.797898297,360
10670000,-135400.716856,314.116296869,360
10672500,-135902.176639,314.262679352,360
10675000,-135252.047545,317.948031721,360
10677500,-136028.190796,312.297810462,360
10680000,-135277.855498,313.876761111,360
10682500,-135603.053448,316.273214366,360
10685000,-135287.700998,314.296752662,360
10687500,-135895.391938,318.655611446,360
10690000,-135809.485685,314.350761619,360
10692500,-135492.457684,315.679746394,360
10695000,-134949.081619,314.060904113,360
10697500,-136751.849361,315.500307683,360
10700000,-135295.33685,315.950800326,360
10702500,-135578.104981,316.409632534,360
10705000,-136034.272609,310.336354868,360
10707500,-135757.882275,312.910717244,360
10710000,-134876.702119,315.031107331,360
10712500,-136206.679843,313.146201788,360
10715000,-135717.806634,315.435249516,360
10717500,-135668.232309,312.175970495,360
10720000,-135534.799602,317.602269098,360
10722500,-135027.353528,312.873001935,360
10725000,-136523.906678,311.193428544,360
10727500,-136100.577056,316.30246093,360
10730000,-135415.084212,318.808762986,360
10732500,-134707.174046,313.267731966,360
10735000,-135719.283049,315.705024044,360
10737500,-135659.082094,314.296666946,360
10740000,-136262.537241,313.374199534,360
10742500,-135886.075123,316.213186112,360
10745000,-135030.773806,312.146098597,360
10747500,-135760.043193,314.529241336,360
10750000,-135168.522784,313.373677294,360
10752500,-136542.265742,315.630781457,360
10755000,-135436.940656,315.279937537,360
10757500,-135819.10588,316.043225822,360
10760000,-136666.006988,312.620666449,360
10762500,-136265.461082,313.030186373,360
10765000,-135775.207705,312.367954123,360
10767500,-136651.740001,317.189070758,360
10770000,-135973.365582,315.48045158,360
10772500,-136363.741717,311.930669701,360
10775000,-135989.669427,315.334477007,360
10777500,-135123.715439,310.884098225,360
10780000,-135052.046517,311.041791377,360
10782500,-135647.20884,315.10948173,360
10785000,-135080.354977,313.472110826,360
10787500,-135434.725219,313.624874934,360
10790000,-135301.360832,315.156830016,360
10792500,-135702.554633,316.588230843,360
10795000,-136023.379444,317.86226453,360
10797500,-135625.498909,311.863748269,360
10800000,-135269.450105,313.573225705,360
10802500,-135832.639215,313.981851809,360
10805000,-136426.674591,314.998508126,360
10807500,-134468.587462,315.929798366,360
10810000,-135640.139809,311.991901014,360
10812500,-135124.783739,320.192352747,360
10815000,-135410.245499,315.30735392,360
10817500,-136389.255011,315.955645754,360
10820000,-136326.140245,313.38057893,360
10822500,-135639.765301,316.396641029,360
10825000,-135948.057336,316.470330617,360
10827500,-135536.820239,317.653442458,360
10830000,-135146.947445,314.763890893,360
10832500,-135305.397427,312.454359194,360
10835000,-136216.035245,315.556521903,360
10837500,-135924.722971,314.760421656,360
10840000,-134958.89589,311.5792346,360
10842500,-135937.367985,315.619509526,360
10845000,-135931.935206,311.895727186,360
10847500,-136229.828991,312.403702774,360
10850000,-134697.739087,311.122670925,360
10852500,-135827.413861,314.007752807,360
10855000,-135726.795477,313.673841626,360
10857500,-136024.299417,312.799561328,360
10860000,-135507.360327,314.347693096,360
10862500,-135926.408838,315.491717062,360
10865000,-135252.656002,312.895612517,360
10867500,-135860.03912,311.923440112,360
10870000,-135870.308281,311.235416448,360
10872500,-136484.002038,312.399214282,360
10875000,-136136.713664,315.038319077,360
10877500,-136136.247017,312.805950684,360
10880000,-136030.541994,316.276855321,360
10882500,-135547.588799,307.533418856,360
10885000,-135816.35398,313.006724024,360
10887500,-135585.92214,314.154529842,360
10890000,-134855.016942,312.997726681,360
10892500,-136026.127632,312.670519216,360
10895000,-135319.841915,311.948104278,360
10897500,-135314.738428,313.60785975,360
10900000,-136338.373227,314.762773308,360
10902500,-135247.855787,316.221962733,360
10905000,-135925.857234,316.326822933,360
10907500,-135772.280779,312.434623242,360
10910000,-136045.262137,315.058853897,360
10912500,-135604.294347,312.956538133,360
10915000,-135082.175594,315.746648963,360
10917500,-135605.997636,315.093717175,360
10920000,-135789.489279,313.694249373,360
10922500,-135623.585681,315.166111716,360
10925000,-135211.252473,315.354421271,360
10927500,-135760.144479,315.43437563,360
10930000,-136546.356024,314.406265127,360
10932500,-135821.477757,311.875549377,360
10935000,-136180.082694,313.648657285,360
10937500,-136524.900074,316.997409662,360
10940000,-135680.77737,312.165518667,360
10942500,-135376.65432,316.492751109,360
10945000,-135639.62245,318.185721711,360
10947500,-135246.353597,317.594434628,360
10950000,-136067.631983,314.347734222,360
10952500,-136262.557324,313.841564809,360
10955000,-135921.839351,315.687989838,360
10957500,-134717.947629,318.321865464,360
10960000,-135762.328028,319.242998973,360
10962500,-137027.104267,311.402341048,360
10965000,-136327.64027,313.708060326,360
10967500,-135975.033171,314.422167599,360
10970000,-136513.53319,309.82263901,360
10972500,-135878.167335,313.376379132,360
10975000,-136182.977661,312.661494185,360
10977500,-135308.897435,312.052378976,360
10980000,-136138.695043,316.211466906,360
10982500,-135245.142272,313.162160807,360
10985000,-135091.494456,314.988986979,360
10987500,-135310.925037,319.525516013,360
10990000,-135575.698122,315.638483314,360
10992500,-136140.213656,312.890927092,360
10995000,-135242.282825,311.559691836,360
10997500,-135888.939388,314.912344105,360
11000000,-136555.030382,315.914514207,360
11002500,-136585.789097,316.032649546,360
11005000,-135756.940129,314.808951788,360
11007500,-135372.065349,311.354015083,360
11010000,-136234.920874,313.450217102,360
11012500,-136262.081668,312.556694125,360
11015000,-135263.360078,314.725924651,360
11017500,-136062.071414,315.967401641,360
11020000,-136512.897616,315.083685813,360
11022500,-135868.996899,315.709220186,360
11025000,-135983.917802,314.007977386,360
11027500,-135665.401517,313.149842715,360
11030000,-136129.341072,313.397875189,360
11032500,-136192.166755,314.225865269,360
11035000,-136055.590393,310.970705143,360
11037500,-136789.880278,312.650131021,360
11040000,-135650.329375,314.465579205,360
11042500,-135779.685261,316.486386281,360
11045000,-135434.527874,311.15335297,360
11047500,-135690.607655,316.876711772,360
11050000,-136579.324678,313.304681063,360
11052500,-136360.299942,314.784008603,360
11055000,-135512.657061,314.002902739,360
11057500,-136778.007655,316.908197192,360
11060000,-135067.593072,318.25607886,360
11062500,-135533.656889,315.02555112,360
11065000,-135103.811864,316.410559551,360
11067500,-136285.319455,312.954398505,360
11070000,-136350.65889,309.592572999,360
11072500,-135192.890513,310.855641191,360
11075000,-135901.789026,318.354591274,360
11077500,-137009.562949,313.939679215,360
11080000,-135650.95338,313.607354902,360
11082500,-136039.333928,311.597844904,360
11085000,-135267.141512,309.995136221,360
11087500,-136181.745406,314.111110245,360
11090000,-135931.897506,313.945457257,360
11092500,-135549.963439,313.097698884,360
11095000,-135648.009954,311.959392994,360
11097500,-135765.133798,312.918607504,360
11100000,-135575.590663,315.511811098,360
11102500,-135175.851471,315.095238393,360
11105000,-135705.683794,314.894983014,360
11107500,-136445.366545,316.095234522,360
11110000,-135150.200996,315.558530963,360
11112500,-135909.386387,316.935865171,360
11115000,-135590.646808,314.136909233,360
11117500,-135519.533246,317.278939117,360
11120000,-135783.459808,310.92768971,360
11122500,-136195.627387,316.667894169,360
11125000,-135343.617195,313.04315039,360
11127500,-136019.946429,316.526246017,360
11130000,-136168.602876,317.957447526,360
11132500,-135518.747165,313.919152305,360
11135000,-136174.985606,313.713651464,360
11137500,-135492.094769,311.011614505,360
11140000,-136679.583212,315.42161011,360
11142500,-136534.446034,316.121806193,360
11145000,-136323.072645,318.154521643,360
11147500,-135813.174587,317.574475122,360
11150000,-136204.173705,314.270228605,360
11152500,-135789.136716,309.780865485,360
11155000,-135751.838826,318.675696017,360
11157500,-136189.416896,314.285234372,360
11160000,-136213.136039,313.270913883,360
11162500,-136504.027746,314.316835416,360
11165000,-135271.123221,312.529305514,360
11167500,-134897.002551,313.314220061,360
11170000,-136648.565772,315.654138077,360
11172500,-137232.476069,317.890488819,360
11175000,-135606.886248,312.89005271,360
11177500,-136550.899685,310.734245948,360
11180000,-136028.692971,311.534896894,360
11182500,-135963.272114,316.215363741,360
11185000,-135422.38999,313.047067276,360
11187500,-136140.697539,318.516549623,360
11190000,-136136.248992,311.577028041,360
11192500,-136284.825837,309.651882095,360
11195000,-136486.150713,314.645341954,360
11197500,-136416.403499,313.194992437,360
11200000,-136502.33071,313.392053725,360
11202500,-135909.677072,316.140672367,360
11205000,-136257.616795,313.429160229,360
11207500,-136297.30965,315.845621366,360
11210000,-135251.47704,315.968672164,360
11212500,-136430.892462,317.550625326,360
11215000,-135966.06483,315.64400696,360
11217500,-136655.348562,314.56024294,360
11220000,-136519.802876,310.024191419,360
11222500,-136512.281398,312.948809335,360
11225000,-136429.042618,317.404747156,360
11227500,-136332.055904,313.659899345,360
11230000,-134973.087659,317.879316865,360
11232500,-135933.570137,315.223711607,360
11235000,-136807.73118,313.5787519,360
11237500,-135468.88576,312.750158432,360
11240000,-136254.311938,314.651781692,360
11242500,-136495.957817,317.107966327,360
11245000,-136015.64989,317.394469709,360
11247500,-135527.962228,316.416767315,360
11250000,-136142.043142,313.841190651,360
11252500,-136208.340335,315.039546335,360
11255000,-135978.602988,314.94477799,360
11257500,-136120.402539,313.341551098,360
11260000,-135792.467261,312.199488518,360
11262500,-136195.643801,316.910639816,360
11265000,-136208.890662,311.44759848,360
11267500,-135925.969274,313.398871246,360
11270000,-135992.729522,313.315116938,360
11272500,-135467.74995,312.512044823,360
11275000,-136564.132032,315.5211036,360
11277500,-136058.400486,315.307830434,360
11280000,-135683.017206,308.661956942,360
11282500,-136038.929279,310.922632513,360
11285000,-135477.865881,315.376161896,360
11287500,-136443.453446,313.786489017,360
11290000,-135664.627088,311.699330377,360
11292500,-135715.581126,316.333703634,360
11295000,-135420.911418,317.933661429,360
11297500,-135607.155682,313.775640638,360
11300000,-135611.417127,309.129798282,360
11302500,-135729.291081,313.555557096,360
11305000,-136085.125834,312.909433464,360
11307500,-135378.511048,316.691246195,360
11310000,-135918.985969,310.653238141,360
11312500,-135477.580021,313.448483698,360
11315000,-135989.39321,316.816324385,360
11317500,-136697.832995,314.331385254,360
11320000,-136125.670797,308.77148891,360
11322500,-136030.862393,315.001880597,360
11325000,-136316.051852,312.716771857,360
11327500,-136518.486919,313.938746331,360
11330000,-136468.818975,317.930021023,360
11332500,-134754.547065,317.105463269,360
11335000,-135923.279825,315.847092827,360
11337500,-136238.009096,313.90340752,360
11340000,-135917.497001,312.622803402,360
11342500,-135088.220021,316.296737641,360
11345000,-135393.468805,313.772769587,360
11347500,-135958.444783,316.053640673,360
11350000,-135498.862855,313.118271426,360
11352500,-136284.854193,312.864217473,360
11355000,-135449.807967,311.209511735,360
11357500,-136332.716596,319.12138707,360
11360000,-135781.566633,314.149785216,360
11362500,-135112.392995,313.250316376,360
11365000,-136168.317596,312.080383562,360
11367500,-134751.148674,312.401156643,360
11370000,-135422.444821,313.986800762,360
11372500,-135955.275013,314.148348532,360
11375000,-135777.690044,313.756253019,360
11377500,-136005.610813,311.623761956,360
11380000,-135928.88648,310.867329514,360
11382500,-135619.545096,313.84897899,360
11385000,-136316.06114,314.735014583,360
11387500,-135706.533175,316.312035312,360
11390000,-136933.913025,316.165528404,360
11392500,-135325.10384,311.536284115,360
11395000,-136224.435969,312.800194375,360
11397500,-135645.540662,313.460120504,360
11400000,-136046.586011,311.898557708,360
11402500,-135709.144348,312.573402531,360
11405000,-136079.718978,311.125441556,360
11407500,-135785.271868,316.343264777,360
11410000,-135572.69623,313.48831011,360
11412500,-135791.897773,309.882812061,360
11415000,-135914.606599,315.218904985,360
11417500,-135730.624037,313.457695425,360
11420000,-135226.763081,316.887051388,360
11422500,-135369.396543,312.117284587,360
11425000,-135631.615753,314.569026671,360
11427500,-135938.935378,316.074666709,360
11430000,-135345.504763,314.643480923,360
11432500,-135978.27357,312.705181358,360
11435000,-135781.515109,311.878561991,360
11437500,-136786.102405,316.274220439,360
11440000,-135496.896369,314.091577029,360
11442500,-135911.125894,318.643000469,360
11445000,-136620.185058,310.547648006,360
11447500,-136410.997127,317.901368073,360
11450000,-136739.569526,310.453169284,360
11452500,-135473.299325,314.423077201,360
11455000,-135928.672112,311.186747561,360
11457500,-136307.731743,314.421268823,360
11460000,-135664.116192,316.831150653,360
11462500,-135729.201576,312.653798814,360
11465000,-136264.78025,314.496239046,360
11467500,-135499.729923,311.106344441,360
11470000,-135388.282106,317.370093131,360
11472500,-135917.869962,312.048701801,360
11475000,-135095.783454,312.63012423,360
11477500,-135958.121968,312.305352452,360
11480000,-135911.174819,315.836060876,360
11482500,-135534.814627,321.435956871,360
11485000,-135825.732962,315.050676642,360
11487500,-136223.979537,314.369409401,360
11490000,-135442.824707,313.101506181,360
11492500,-135668.081166,314.931586633,360
11495000,-136536.892892,316.573357825,360
11497500,-135491.363017,315.623126341,360
11500000,-135757.967772,309.887646146,360
11502500,-135680.696042,315.21078565,360
11505000,-135850.517833,310.804983163,360
11507500,-135336.320813,318.316377882,360
11510000,-135257.560992,314.961621985,360
11512500,-135835.725164,314.310685558,360
11515000,-136101.576895,313.725144553,360
11517500,-135598.313249,316.494538864,360
11520000,-134979.571784,309.246273626,360
11522500,-135286.0509,311.863760047,360
11525000,-136344.129104,312.954945851,360
11527500,-136129.144429,315.129407933,360
11530000,-135796.389409,309.493738274,360
11532500,-135909.272776,312.148001636,360
11535000,-135767.077553,311.880926682,360
11537500,-135790.026024,313.144097896,360
11540000,-135537.212834,317.383821114,360
11542500,-135351.568972,313.768377696,360
11545000,-135711.868049,312.843889662,360
11547500,-136331.732047,313.842822928,360
11550000,-135713.969478,311.854461727,360
11552500,-136215.609898,313.80184104,360
11555000,-135399.206019,309.762377989,360
11557500,-135451.785913,314.571752325,360
11560000,-135555.984502,317.563847052,360
11562500,-135814.790747,315.198854675,360
11565000,-135559.409666,314.771003132,360
11567500,-136063.947285,314.143797846,360
11570000,-136781.629613,313.299723747,360
11572500,-135329.703145,314.144185663,360
11575000,-135151.214431,313.345096941,360
11577500,-135386.105282,321.114283581,360
11580000,-135143.128971,319.024677616,360
11582500,-135338.870924,313.83095453,360
11585000,-136323.127503,315.621621873,360
11587500,-136251.826715,314.695229341,360
11590000,-135978.911641,317.18824635,360
11592500,-135729.458887,312.285539631,360
11595000,-135476.391004,315.961437652,360
11597500,-136525.946831,311.485186519,360
11600000,-136254.875442,315.218540825,360
11602500,-136627.813054,312.440403967,360
11605000,-135386.000672,311.444976553,360
11607500,-136375.204881,317.7166789,360
11610000,-135539.713204,310.542437968,360
11612500,-135885.280221,310.295651911,360
11615000,-135645.602578,316.049092426,360
11617500,-135417.101882,317.888991126,360
11620000,-135673.399723,315.78927683,360
11622500,-135544.038914,315.112603187,360
11625000,-136362.619349,314.364933649,360
11627500,-135202.798444,312.651463744,360
11630000,-136532.000922,313.754935807,360
11632500,-136180.933674,311.065647452,360
11635000,-135806.802068,315.31230074,360
11637500,-135269.878244,316.394260514,360
11640000,-135500.979736,315.911288543,360
11642500,-135144.506102,316.774965939,360
11645000,-135992.64055,312.238007121,360
11647500,-134908.246388,316.518400802,360
11650000,-134822.756202,313.031309899,360
11652500,-135951.24412,317.388836444,360
11655000,-136539.756524,314.737780535,360
11657500,-135714.660072,313.922591133,360
11660000,-135057.882842,311.132285587,360
11662500,-135487.979129,316.74353635,360
11665000,-135796.550969,318.995942678,360
11667500,-135600.080174,313.37367332,360
11670000,-135250.329805,315.445518638,360
11672500,-135282.897665,314.635645663,360
11675000,-135872.007629,315.015496246,360
11677500,-135395.360848,310.708841015,360
11680000,-135600.91204,311.788380938,360
11682500,-134893.798084,311.277217388,360
11685000,-135980.267898,315.600826016,360
11687500,-136249.992889,315.060056965,360
11690000,-135032.462052,315.280524834,360
11692500,-135038.787135,313.439675276,360
11695000,-135719.898347,309.987740735,360
11697500,-135337.984203,314.320917577,360
11700000,-135719.823671,315.039202879,360
11702500,-135704.446271,315.434094721,360
11705000,-135678.386082,316.341715299,360
11707500,-135150.135337,315.897589622,360
11710000,-135658.455925,309.814873549,360
11712500,-135887.742236,312.557540941,360
11715000,-135135.761644,320.065274347,360
11717500,-135489.595689,312.518761584,360
11720000,-135443.328567,312.873303185,360
11722500,-135589.0716,314.03117433,360
11725000,-135566.091755,316.282294319,360
11727500,-135593.584388,316.122983879,360
11730000,-135486.566868,312.746578891,360
11732500,-135905.447857,315.090349594,360
11735000,-135630.464958,315.217916155,360
11737500,-135099.119131,314.011688279,360
11740000,-135379.021924,315.808931198,360
11742500,-135287.419621,314.028211661,360
11745000,-136398.618728,312.638569198,360
11747500,-136351.890292,313.503015169,360
11750000,-136098.479902,314.276684166,360
11752500,-135829.644849,313.754669359,360
11755000,-135478.766281,312.621877621,360
11757500,-135480.106659,315.356685028,360
11760000,-135674.037147,313.003716588,360
11762500,-135964.083625,312.992393164,360
11765000,-135177.239139,314.054327604,360
11767500,-135815.354785,317.193735271,360
11770000,-135625.077855,315.64405235,360
11772500,-135708.4791,312.477856285,360
11775000,-135867.838952,315.993083923,360
11777500,-136195.046026,312.30616753,360
11780000,-136163.80406,311.257723819,360
11782500,-136107.210263,316.631799603,360
11785000,-135735.755144,314.389410243,360
11787500,-135780.963156,312.986045056,360
11790000,-135518.5231,317.058732745,360
11792500,-134924.397527,317.814368254,360
11795000,-136090.12186,309.042723905,360
11797500,-135710.173146,312.2746948,360
11800000,-135618.68757,315.441281217,360
11802500,-135191.055914,315.85189598,360
11805000,-136229.584674,314.519782521,360
11807500,-136605.070072,313.378684379,360
11810000,-134853.35905,315.216502651,360
11812500,-136339.941008,313.468831446,360
11815000,-136069.599556,312.391334376,360
11817500,-135852.910864,314.43445776,360
11820000,-136106.002297,316.520946882,360
11822500,-135114.135616,315.039450487,360
11825000,-135534.763872,309.209597626,360
11827500,-135136.635452,313.268819054,360
11830000,-135780.056251,317.348438396,360
11832500,-135625.236697,318.332283129,360
11835000,-135886.631905,315.367244415,360
11837500,-135428.360798,315.288366338,360
11840000,-136308.164642,315.736427876,360
11842500,-134583.664636,314.514352806,360
11845000,-135867.614611,312.176985443,360
11847500,-136186.077412,318.332483609,360
11850000,-136004.004738,317.256243537,360
11852500,-135908.966206,313.395010689,360
11855000,-136014.95221,315.865138711,360
11857500,-136065.346599,315.854797557,360
11860000,-135895.374657,312.891832965,360
11862500,-135705.619989,317.208032931,360
11865000,-135604.422018,309.433625607,360
11867500,-135896.601179,316.704451169,360
11870000,-135060.877104,310.459725275,360
11872500,-135841.28351,314.061669587,360
11875000,-135364.090078,317.501417241,360
11877500,-135951.14375,317.059008816,360
11880000,-135174.11969,313.028931126,360
11882500,-135114.137753,313.607657979,360
11885000,-135775.840948,314.622641052,360
11887500,-135481.682073,311.604266818,360
11890000,-135657.677721,309.302933344,360
11892500,-134451.595519,314.683882682,360
11895000,-135793.50807,317.224475703,360
11897500,-135575.407218,314.403145467,360
11900000,-135575.262862,313.703848121,360
11902500,-135479.348958,314.927640426,360
11905000,-136156.529194,318.750352312,360
11907500,-135955.679606,312.452099746,360
11910000,-136085.249181,312.75298596,360
11912500,-135746.288955,309.088218599,360
11915000,-135751.905938,314.74437509,360
11917500,-135680.099478,315.171980519,360
11920000,-136852.883189,316.130572381,360
11922500,-135922.001854,312.231624761,360
11925000,-136200.492389,312.866298745,360
11927500,-136367.426012,314.775610744,360
11930000,-135241.587317,315.463203249,360
11932500,-136424.118173,316.069194363,360
11935000,-135719.281954,313.766963441,360
11937500,-135068.291743,314.057069677,360
11940000,-135512.319019,309.736359136,360
11942500,-135226.245182,315.74730994,360
11945000,-135531.255422,316.143914546,360
11947500,-135220.180489,311.535239351,360
11950000,-135518.466229,315.176089837,360
11952500,-135903.308484,314.061762348,360
11955000,-135512.270928,316.350012862,360
11957500,-135718.5626,315.58448824,360
11960000,-135921.34838,313.562850095,360
11962500,-135901.179013,318.035620318,360
11965000,-136466.76341,312.570124624,360
11967500,-135474.572971,315.014105588,360
11970000,-135578.842792,314.9234267,360
11972500,-135278.214982,312.896013143,360
11975000,-135554.048804,311.973251536,360
11977500,-135579.692777,314.769015468,360
11980000,-134805.111794,312.593376318,360
11982500,-135994.88362,315.435474934,360
11985000,-135351.239764,313.069590128,360
11987500,-135916.492671,314.585273182,360
11990000,-135875.195703,312.512609089,360
11992500,-135569.130062,313.009404996,360
11995000,-135966.689,314.242791795,360
11997500,-136098.130235,313.933862432,360
12000000,-135787.820149,313.567419674,360
12002500,-135420.476616,310.933627405,360
12005000,-135861.97234,316.178569169,360
12007500,-135343.72057,314.505024291,360
12010000,-136256.10441,311.439347636,360
12012500,-136001.509032,312.564683341,360
12015000,-135282.682201,315.643568557,360
12017500,-135892.969321,314.807414678,360
12020000,-135762.833304,312.796417976,360
12022500,-135881.969971,316.312652664,360
12025000,-135871.178103,312.127274978,360
12027500,-136571.417061,313.507725903,360
12030000,-135843.436624,318.133460578,360
12032500,-135338.251867,314.925269701,360
12035000,-135134.162175,311.788864501,360
12037500,-136224.70923,314.712186949,360
12040000,-134933.343105,319.068151016,360
12042500,-135931.168682,316.229017223,360
12045000,-135366.293682,313.469099233,360
12047500,-135965.79071,318.147374758,360
12050000,-136042.803105,313.166444123,360
12052500,-135864.071862,313.7807005,360
12055000,-136064.090658,310.690862664,360
12057500,-135505.743438,312.721275524,360
12060000,-135916.89789,311.228290433,360
12062500,-135997.667998,317.965251231,360
12065000,-135915.163077,313.408264855,360
12067500,-135953.0778,313.22039175,360
12070000,-135890.863839,315.406072278,360
12072500,-136164.986293,308.745115309,360
12075000,-136127.539972,312.889281997,360
12077500,-136612.441292,314.609747322,360
12080000,-135807.969638,315.257083668,360
12082500,-135654.749661,314.795430243,360
12085000,-135230.930043,316.036194855,360
12087500,-135579.429762,319.357663587,360
