#"Step","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
4247500,-120405.356682,310.326846252,367
4250000,-119739.691342,314.702626564,367
4252500,-120066.364054,314.428182736,367
4255000,-119459.604966,311.296954456,367
4257500,-120650.651503,318.145573058,367
4260000,-120263.241634,313.696977136,367
4262500,-119878.779472,312.789406259,367
4265000,-120532.091267,313.114236932,367
4267500,-120407.424451,311.626055529,367
4270000,-120196.660671,316.684235067,367
4272500,-120424.756137,314.598436025,367
4275000,-120978.672775,315.701269454,367
4277500,-120279.214962,316.118583579,367
4280000,-120080.081066,314.945833129,367
4282500,-120063.732076,314.071030874,367
4285000,-120190.85308,315.137503719,367
4287500,-119441.259667,308.7234449,367
4290000,-119104.40004,311.084772525,367
4292500,-118947.476941,311.756298812,367
4295000,-119472.27161,314.769037957,367
4297500,-119720.260039,313.697110677,367
4300000,-119079.671477,317.773464646,367
4302500,-119943.846189,314.595409948,367
4305000,-119342.624556,313.199101492,367
4307500,-119891.083316,320.677058262,367
4310000,-120062.487419,312.690791256,367
4312500,-120043.256767,310.702978288,367
4315000,-119381.899807,313.895960788,367
4317500,-119292.295343,310.833364851,367
4320000,-119568.266116,314.891599605,367
4322500,-119339.547862,313.958132537,367
4325000,-118944.234528,315.005605769,367
4327500,-119923.004621,318.554606287,367
4330000,-119911.576192,312.366867436,367
4332500,-120409.54775,311.144227628,367
4335000,-120124.448607,315.637855898,367
4337500,-119419.067591,311.300453467,367
4340000,-118583.168795,311.020990922,367
4342500,-119262.65967,309.164866751,367
4345000,-119391.439919,317.802135566,367
4347500,-119076.468454,313.804952602,367
4350000,-120362.253176,317.290032722,367
4352500,-119364.099196,313.624410867,367
4355000,-120003.85673,315.695555984,367
4357500,-119861.662059,314.585707782,367
4360000,-119579.761223,315.040761409,367
4362500,-119801.48381,309.205074041,367
4365000,-120008.667759,310.817469217,367
4367500,-119362.702193,311.899461384,367
4370000,-120272.130273,317.113947243,367
4372500,-118946.463894,311.006378508,367
4375000,-119820.974343,312.565906749,367
4377500,-120114.900026,313.295936121,367
4380000,-119963.989066,315.928279138,367
4382500,-119303.567328,314.959386791,367
4385000,-119950.504554,312.46977014,367
4387500,-119694.60375,317.505522357,367
4390000,-121012.983937,318.015627472,367
4392500,-120055.660172,315.306469457,367
4395000,-119670.570089,318.511655966,367
4397500,-120228.049281,311.849914825,367
4400000,-119874.070968,319.348399056,367
4402500,-119736.096271,312.290110144,367
4405000,-120372.448404,313.358077703,367
4407500,-119773.667645,315.41289956,367
4410000,-121171.315192,310.907476517,367
4412500,-119707.074599,310.273703941,367
4415000,-120108.18862,315.758915351,367
4417500,-119375.712308,310.438908957,367
4420000,-120929.622728,317.688212375,367
4422500,-120527.529349,314.541545486,367
4425000,-120407.706103,315.982338125,367
4427500,-120462.062576,313.324398182,367
4430000,-119943.534519,318.423296725,367
4432500,-120840.419647,311.848244882,367
4435000,-120584.517126,315.797850355,367
4437500,-119922.001481,312.719255975,367
4440000,-119807.51152,311.554624775,367
4442500,-120076.659851,317.554163255,367
4445000,-119767.661333,315.376225592,367
4447500,-120881.966453,318.754761104,367
4450000,-119824.115607,312.704431145,367
4452500,-119679.934945,317.405950377,367
4455000,-121233.036667,314.903914901,367
4457500,-119536.702426,315.229069677,367
4460000,-120316.837489,316.352636178,367
4462500,-119952.691354,318.052175923,367
4465000,-120076.249953,312.434870675,367
4467500,-119542.945647,312.420107941,367
4470000,-119207.984986,311.769269875,367
4472500,-119765.36275,309.889140361,367
4475000,-120412.192792,314.339013794,367
4477500,-120374.938952,314.122438882,367
4480000,-120282.419651,310.806103651,367
4482500,-120454.020974,318.421806234,367
4485000,-120452.401849,312.942237545,367
4487500,-120451.753345,313.83397575,367
4490000,-119714.752867,317.462497673,367
4492500,-118805.05025,314.193392753,367
4495000,-120116.375678,316.631987556,367
4497500,-120373.211949,310.981884401,367
4500000,-119698.226924,314.723528415,367
4502500,-119763.97719,316.219465416,367
4505000,-119108.365561,314.679033883,367
4507500,-120466.538779,314.887521626,367
4510000,-120027.707983,316.442173564,367
4512500,-119883.024018,316.136321042,367
4515000,-120155.518488,311.060211106,367
4517500,-120279.765654,316.463710891,367
4520000,-119998.234703,316.81261074,367
4522500,-119478.529743,316.871986138,367
4525000,-120607.938675,316.928816738,367
4527500,-120333.7059,319.080085144,367
4530000,-120232.840698,312.764973936,367
4532500,-120619.491811,312.483102313,367
4535000,-119570.534393,315.026616498,367
4537500,-120163.295184,316.207515071,367
4540000,-119983.414673,313.312626562,367
4542500,-119564.209211,314.582660601,367
4545000,-120026.201687,312.957904058,367
4547500,-120218.27453,313.039366326,367
4550000,-119036.578585,316.228100537,367
4552500,-119495.681362,316.052910159,367
4555000,-119538.333334,310.414961148,367
4557500,-119653.516713,313.858448949,367
4560000,-120458.571065,314.543888663,367
4562500,-120815.116624,315.017859178,367
4565000,-119122.083789,314.571732612,367
4567500,-121094.418388,313.341563206,367
4570000,-120494.75117,313.836213036,367
4572500,-119010.449892,314.865510303,367
4575000,-120323.604973,312.782151711,367
4577500,-120753.41779,316.146995141,367
4580000,-119605.096278,315.062757768,367
4582500,-119101.455407,312.222894135,367
4585000,-119050.899632,316.115570838,367
4587500,-119459.522085,315.18461906,367
4590000,-120237.297936,308.899815275,367
4592500,-119303.569628,314.509450984,367
4595000,-120207.619958,314.91597552,367
4597500,-119973.040737,316.467339182,367
4600000,-119282.369433,317.017058158,367
4602500,-119255.22247,315.886006866,367
4605000,-119930.748425,312.754170988,367
4607500,-119658.06084,317.920487057,367
4610000,-120041.859882,316.484659277,367
4612500,-120443.377256,307.463136889,367
4615000,-120094.988034,313.555416319,367
4617500,-119204.621549,318.504900645,367
4620000,-120295.866546,316.319113183,367
4622500,-119395.930144,316.419022505,367
4625000,-119847.206369,312.626819727,367
4627500,-120207.818247,312.235338256,367
4630000,-120136.105869,312.717262426,367
4632500,-120351.496237,318.198042794,367
4635000,-119246.106095,314.399055671,367
4637500,-119387.789331,312.869238258,367
4640000,-119574.375848,314.635941381,367
4642500,-119655.35404,312.894107074,367
4645000,-119921.20903,310.048442715,367
4647500,-119085.707351,313.73244774,367
4650000,-119852.469709,315.024882113,367
4652500,-119136.454832,308.067340639,367
4655000,-119744.133926,317.43134981,367
4657500,-119343.735962,312.725120667,367
4660000,-119643.054238,314.15149681,367
4662500,-119049.772928,312.804258656,367
4665000,-120260.514666,315.246905034,367
4667500,-120076.581136,314.524377852,367
4670000,-120002.507574,310.989531648,367
4672500,-118996.213616,316.66541864,367
4675000,-119996.155984,314.844150944,367
4677500,-119328.2787,317.042276309,367
4680000,-119756.417756,310.745743798,367
4682500,-118520.808188,311.807882399,367
4685000,-119355.07645,311.991278593,367
4687500,-120995.685026,311.84871775,367
4690000,-118914.309936,314.568104607,367
4692500,-119274.185486,314.764973399,367
4695000,-119556.942597,312.169851074,367
4697500,-119174.100113,314.525539432,367
4700000,-119619.765767,315.7487185,367
4702500,-119623.342025,314.404078321,367
4705000,-119987.2599,314.723811515,367
4707500,-119269.826381,314.61231817,367
4710000,-120074.205706,310.96984703,367
4712500,-119468.45302,318.203368754,367
4715000,-119831.153385,319.369593954,367
4717500,-119783.782656,318.195709928,367
4720000,-119720.543146,318.126668993,367
4722500,-119456.97916,313.444528874,367
4725000,-119481.597663,312.783065267,367
4727500,-119161.07049,314.903290655,367
4730000,-120477.472024,313.279038604,367
4732500,-120395.568922,318.758262811,367
4735000,-119557.213992,315.230146622,367
4737500,-119623.588736,316.958844451,367
4740000,-120664.771969,315.654257021,367
4742500,-120397.218211,313.511525176,367
4745000,-119765.144246,314.880012412,367
4747500,-119697.645775,314.964003986,367
4750000,-119163.830195,314.614298655,367
4752500,-118774.567218,313.995193105,367
4755000,-119055.575663,313.974253574,367
4757500,-120426.805456,317.563306181,367
4760000,-119898.218487,316.371989604,367
4762500,-120087.887949,317.010548182,367
4765000,-119924.456267,310.51591402,367
4767500,-119986.991218,310.557534415,367
4770000,-120020.027613,318.191306358,367
4772500,-120432.574949,316.207053796,367
4775000,-119504.773858,316.824886422,367
4777500,-118990.633144,314.79035142,367
4780000,-119689.792077,313.086896264,367
4782500,-119391.752934,315.605310268,367
4785000,-119865.93767,313.542273023,367
4787500,-119570.75298,317.534162559,367
4790000,-119331.528558,314.871513201,367
4792500,-119571.710822,315.285111179,367
4795000,-119235.780163,314.221848775,367
4797500,-120726.664315,314.251910017,367
4800000,-119811.252486,314.1407207,367
4802500,-120886.392244,314.852422571,367
4805000,-119308.746468,315.34680843,367
4807500,-120871.966437,313.527039567,367
4810000,-120736.84288,311.374505104,367
4812500,-119968.346219,316.131857369,367
4815000,-120826.134355,313.642529535,367
4817500,-120262.203061,315.228533906,367
4820000,-120272.064298,312.560084593,367
4822500,-119529.152103,316.150743623,367
4825000,-119748.654248,312.26024648,367
4827500,-120175.538863,315.680436519,367
4830000,-120618.220244,314.66363748,367
4832500,-120208.562288,313.718961604,367
4835000,-120214.162854,314.612818891,367
4837500,-120390.212155,313.210257258,367
4840000,-120108.555014,315.078756841,367
4842500,-119786.075814,314.926311482,367
4845000,-119594.374478,314.059568524,367
4847500,-120466.850713,316.199881265,367
4850000,-119061.353656,316.907438103,367
4852500,-119161.846019,313.001587416,367
4855000,-119816.931336,312.473177833,367
4857500,-119594.461807,315.69563862,367
4860000,-119735.259687,313.933894451,367
4862500,-119841.336237,315.207759266,367
4865000,-120057.551023,314.879040261,367
4867500,-119548.577085,314.178633448,367
4870000,-120038.213485,310.140885255,367
4872500,-119240.876801,309.55558413,367
4875000,-119982.789366,315.663788562,367
4877500,-118818.599203,312.706021111,367
4880000,-119867.050622,311.763556539,367
4882500,-119018.570871,314.397258753,367
4885000,-119531.300817,315.158570207,367
4887500,-119631.482272,314.424190886,367
4890000,-119989.958248,315.93458317,367
4892500,-119351.84831,311.503266874,367
4895000,-120135.14499,313.446362547,367
4897500,-119554.943665,313.090268647,367
4900000,-120675.347751,315.269989113,367
4902500,-119518.090487,316.662597268,367
4905000,-120244.794441,314.599127164,367
4907500,-119839.732894,312.032249077,367
4910000,-120021.885581,314.743725505,367
4912500,-120049.342844,312.978142343,367
4915000,-120316.515544,313.996322104,367
4917500,-119892.619353,319.347946678,367
4920000,-120368.766478,312.386204876,367
4922500,-119953.992993,311.42128635,367
4925000,-119531.101091,315.638775949,367
4927500,-120352.54465,317.895635764,367
4930000,-119305.982906,315.614149453,367
4932500,-120864.121058,317.940976775,367
4935000,-120557.372878,314.34103293,367
4937500,-120828.494318,316.587613596,367
4940000,-119118.338803,314.195284372,367
4942500,-120152.19896,312.158149484,367
4945000,-119987.652619,312.830179267,367
4947500,-119368.591834,316.340802874,367
4950000,-119580.489686,311.718857923,367
4952500,-119979.842344,313.687037389,367
4955000,-120213.556691,318.064504077,367
4957500,-119366.752738,314.395179295,367
4960000,-119485.885916,313.048000425,367
4962500,-120305.650094,315.803506405,367
4965000,-119829.712121,314.465796382,367
4967500,-119516.550259,313.888352448,367
4970000,-119261.193291,317.753441447,367
4972500,-120439.521796,313.675521157,367
4975000,-119984.956356,313.296884625,367
4977500,-119249.77471,312.96906626,367
4980000,-119221.503972,311.169090092,367
4982500,-119752.876353,317.165433968,367
4985000,-119570.079853,317.07244089,367
4987500,-119580.870348,315.900748502,367
4990000,-120302.521341,315.77213643,367
4992500,-120251.456401,313.093639112,367
4995000,-121229.466603,318.697413361,367
4997500,-119635.97935,314.81529961,367
5000000,-119921.359067,312.200020259,367
5002500,-121614.490907,312.760843773,367
5005000,-119817.915567,314.930963536,367
5007500,-119670.799026,310.480465288,367
5010000,-120442.28233,313.582907213,367
5012500,-120051.572056,314.248121485,367
5015000,-119901.044352,315.759825591,367
5017500,-120017.133483,318.252959395,367
5020000,-119773.11501,316.51351431,367
5022500,-120938.33918,313.8469563,367
5025000,-120629.893104,315.722507036,367
5027500,-119551.742294,311.539965193,367
5030000,-119414.752033,312.120020516,367
5032500,-119945.161052,312.128410647,367
5035000,-119829.0974,311.381896547,367
5037500,-120355.644622,315.359069729,367
5040000,-120222.4433,314.027458282,367
5042500,-120695.662354,315.700981848,367
5045000,-120079.95232,318.693824124,367
5047500,-120124.247462,309.587117211,367
5050000,-120160.660566,312.667903305,367
5052500,-120593.692998,310.629332032,367
5055000,-119553.889831,316.468549997,367
5057500,-119838.467825,311.611727694,367
5060000,-120108.491648,313.522000141,367
5062500,-120326.57357,314.681291144,367
5065000,-120639.374035,310.203500446,367
5067500,-120076.784671,317.1409258,367
5070000,-120008.762767,313.707169515,367
5072500,-120310.253416,312.972053399,367
5075000,-120307.029664,316.074796068,367
5077500,-119785.687447,313.937590864,367
5080000,-119955.685519,310.82523932,367
5082500,-120157.572012,312.084764264,367
5085000,-120596.48133,312.062153558,367
5087500,-120384.475326,318.173338789,367
5090000,-120100.450467,316.470655109,367
5092500,-120799.122097,314.522672386,367
5095000,-120557.074118,311.414484981,367
5097500,-120662.792828,312.565327746,367
5100000,-120232.189848,313.021145758,367
5102500,-119859.299626,314.064233141,367
5105000,-119094.818012,312.00663853,367
5107500,-120049.67828,316.632788619,367
5110000,-119933.226389,315.28796626,367
5112500,-119683.530394,314.147698793,367
5115000,-120055.170893,313.822378259,367
5117500,-120327.637022,316.728503886,367
5120000,-120522.264548,311.885092009,367
5122500,-119430.644765,313.74097674,367
5125000,-120768.880422,313.784802132,367
5127500,-119500.282249,312.944975657,367
5130000,-120757.688338,313.719372344,367
5132500,-119912.112551,314.742507126,367
5135000,-119596.150777,313.787091668,367
5137500,-120060.258027,311.369084141,367
5140000,-119990.972015,317.371593364,367
5142500,-119079.331646,312.108079724,367
5145000,-119765.431275,313.96123533,367
5147500,-119908.784945,312.462771768,367
5150000,-120534.779418,317.381511537,367
5152500,-120224.552312,314.508730869,367
5155000,-119702.129106,314.723190631,367
5157500,-121165.247854,314.999798743,367
5160000,-119876.415612,313.26029162,367
5162500,-120762.812592,310.902517903,367
5165000,-120808.0001,313.520235387,367
5167500,-119806.545548,313.950967042,367
5170000,-120599.996197,313.321464976,367
5172500,-119285.156412,312.149231747,367
5175000,-120459.386416,314.562724132,367
5177500,-120291.580437,312.175995305,367
5180000,-119757.242498,310.337876594,367
5182500,-119886.302919,317.23614568,367
5185000,-120562.794802,312.608415169,367
5187500,-120074.837116,312.273536332,367
5190000,-119487.756984,312.04873725,367
5192500,-119566.522212,313.137181073,367
5195000,-120029.313665,311.963965575,367
5197500,-119957.490646,317.648817809,367
5200000,-120834.589033,311.272551072,367
5202500,-120052.591032,312.952926597,367
5205000,-120084.837025,315.950443142,367
5207500,-119018.69549,314.192205765,367
5210000,-119818.793595,314.415993217,367
5212500,-120028.806901,313.944193551,367
5215000,-119885.85529,316.294605106,367
5217500,-119486.73886,317.365199363,367
5220000,-120235.418777,311.316142116,367
5222500,-120356.368432,310.06770241,367
5225000,-119884.832912,317.754557958,367
5227500,-120866.537573,313.641524499,367
5230000,-120305.435021,314.636193047,367
5232500,-120465.575506,314.276051158,367
5235000,-119590.503972,318.402025762,367
5237500,-120029.762513,313.256868456,367
5240000,-119761.790437,315.103426485,367
5242500,-120178.30357,311.034253403,367
5245000,-120634.029377,312.389177336,367
5247500,-119489.353657,316.675629119,367
5250000,-120066.2674,313.232492505,367
5252500,-119706.476687,313.215496098,366
5255000,-119487.339416,315.509071607,366
5257500,-119863.348433,313.049730882,366
5260000,-120957.834094,315.58956494,366
5262500,-120262.448014,315.694149979,366
5265000,-120989.579169,313.987292231,366
5267500,-120430.42298,315.401945867,366
5270000,-120541.138208,316.23264881,366
5272500,-120554.442118,312.88170892,366
5275000,-120575.101483,313.006064289,366
5277500,-120609.000378,314.518465678,366
5280000,-120287.166916,319.597084724,366
5282500,-120430.631838,313.075824281,366
5285000,-120577.28307,316.054688813,366
5287500,-119579.583239,311.145611772,366
5290000,-119773.794919,316.630628455,366
5292500,-119907.770012,316.157533059,366
5295000,-119845.804062,315.158191019,366
5297500,-120268.231579,311.183221174,366
5300000,-120505.704524,312.737915111,366
5302500,-120047.727874,315.674683411,366
5305000,-119842.361119,313.823057151,366
5307500,-120395.616854,315.937531172,366
5310000,-120899.313835,314.578458289,366
5312500,-120191.035621,314.747288019,366
5315000,-120335.99844,310.469977067,366
5317500,-120321.24779,311.713535127,366
5320000,-120339.643792,316.755427938,366
5322500,-120320.87277,316.350773374,366
5325000,-119588.758714,314.419499767,366
5327500,-119940.940289,311.918846621,366
5330000,-120354.854695,314.082311614,366
5332500,-120405.146846,313.269774067,366
5335000,-119682.943819,311.567239993,366
5337500,-119545.530526,318.51772486,366
5340000,-120013.987115,314.300961193,366
5342500,-119516.835643,313.869712136,366
5345000,-119779.653622,315.590144565,366
5347500,-120210.538936,310.70790729,366
5350000,-120071.741959,316.809086703,366
5352500,-119956.726162,311.08714787,366
5355000,-120499.959729,313.903365269,366
5357500,-119811.945982,314.578308103,366
5360000,-120387.849915,318.027338924,366
5362500,-119075.901638,320.745182074,366
5365000,-121177.432015,316.072147207,366
5367500,-120540.556982,312.334026237,366
5370000,-119716.583969,313.396926094,366
5372500,-120537.675189,311.749368723,366
5375000,-120059.902683,310.871218756,366
5377500,-121211.474684,309.671824227,366
5380000,-119213.561337,317.883281702,366
5382500,-120400.137267,314.292887699,366
5385000,-119559.310822,313.360170296,366
5387500,-120237.729058,314.671508928,366
5390000,-120249.934137,311.352673511,366
5392500,-119450.039734,311.911338045,366
5395000,-119126.343855,312.971350954,366
5397500,-119762.430143,312.64914863,366
5400000,-120046.857532,314.702493254,366
5402500,-120528.174357,311.743661986,366
5405000,-119534.953695,316.034481571,366
5407500,-120704.323441,314.789883457,366
5410000,-120870.787776,313.373979501,366
5412500,-120410.237048,317.869227963,366
5415000,-120715.918308,314.77964132,366
5417500,-120533.219688,315.785974889,366
5420000,-120126.658167,315.942591554,366
5422500,-120002.288087,315.772927801,366
5425000,-120216.999817,314.594641187,366
5427500,-120095.596314,313.798638994,366
5430000,-120479.484197,310.668423697,366
5432500,-119934.312251,314.861557584,366
5435000,-119560.334512,316.901999719,366
5437500,-119795.009,308.850648184,366
5440000,-120682.246196,313.916040754,366
5442500,-120112.195795,316.324223033,366
5445000,-119976.996106,315.836086822,366
5447500,-120226.251249,313.826388811,366
5450000,-119466.337208,312.673212945,366
5452500,-120454.982356,310.555046881,366
5455000,-119487.027828,317.397212574,366
5457500,-120092.026821,314.189137112,366
5460000,-120226.004922,315.974056517,366
5462500,-121136.602542,311.360450675,366
5465000,-119619.238356,313.590562368,366
5467500,-119051.285377,314.684522391,366
5470000,-120309.078459,310.960365461,366
5472500,-119710.38009,318.078761376,366
5475000,-119555.433037,315.528813696,366
5477500,-119660.408827,312.834003741,366
5480000,-120325.394021,313.170616459,366
5482500,-119872.220639,315.320519402,366
5485000,-119708.789822,313.450065245,366
5487500,-119746.745378,314.055460323,366
5490000,-120425.748508,311.684505587,366
5492500,-119839.551628,314.611534451,366
5495000,-119775.317685,315.883797104,366
5497500,-119972.655562,311.25733767,366
5500000,-120205.69869,311.15112408,366
5502500,-119681.086001,312.582556042,366
5505000,-120236.308851,318.724540853,366
5507500,-119771.254897,308.944604749,366
5510000,-119645.117829,313.402384087,366
5512500,-119607.921514,309.317377614,366
5515000,-120275.544001,314.488217127,366
5517500,-120419.447756,313.064776814,366
5520000,-120958.345352,315.98399193,366
5522500,-120626.764637,313.700802596,366
5525000,-121493.268602,314.594107865,366
5527500,-121259.136999,314.935130213,366
5530000,-121956.433523,315.894281449,366
5532500,-121179.219563,309.513019281,366
5535000,-120471.827619,315.151991131,366
5537500,-120314.10918,312.520565897,366
5540000,-120448.037937,314.875687186,366
5542500,-121144.645055,311.998420863,366
5545000,-119813.203412,312.103784357,366
5547500,-119267.558134,314.564397517,366
5550000,-119785.401569,317.151050561,366
5552500,-120462.148709,315.497642257,366
5555000,-120102.956051,313.236818157,366
5557500,-119265.043325,312.845044211,366
5560000,-120142.22471,310.487939487,366
5562500,-120774.027544,314.007418614,366
5565000,-119856.191017,315.626148039,366
5567500,-119819.109299,313.755513124,366
5570000,-120207.846324,314.660760861,366
5572500,-119958.202164,311.008413738,366
5575000,-120321.002592,314.926887463,366
5577500,-120556.047705,311.876593508,366
5580000,-120464.016886,314.20991252,366
5582500,-121054.243077,313.015790575,366
5585000,-120451.906429,312.88935745,366
5587500,-120788.464391,311.241144032,366
5590000,-120295.76119,314.218762827,366
5592500,-119970.336939,315.989331335,366
5595000,-120567.942731,316.737378942,366
5597500,-119621.545386,312.930319243,366
5600000,-119972.220492,313.612778481,366
5602500,-121027.368031,314.822037072,366
5605000,-119378.120623,313.628095819,366
5607500,-119810.95718,315.599822873,366
5610000,-120051.948103,313.778328159,366
5612500,-120004.744166,312.907609298,366
5615000,-119803.679701,314.148433733,366
5617500,-119001.364711,316.363991819,366
5620000,-120091.115192,313.973014404,366
5622500,-119881.910775,316.457954609,366
5625000,-120042.075693,314.622073729,366
5627500,-119540.664239,310.629115393,366
5630000,-120289.601337,312.528945116,366
5632500,-120188.572329,314.713275832,366
5635000,-119882.517032,317.954663006,366
5637500,-119457.779196,315.902649875,366
5640000,-119786.248771,308.527313503,366
5642500,-119589.854838,314.819488832,366
5645000,-120504.615874,314.764376857,366
5647500,-120296.225643,310.18734066,366
5650000,-119688.435773,314.098217318,366
5652500,-120291.329485,315.730951689,366
5655000,-120208.061386,315.871293537,366
5657500,-120539.066649,313.927917021,366
5660000,-120328.427109,314.258390421,366
5662500,-119601.098018,312.373174308,366
5665000,-119425.562183,315.164009668,366
5667500,-119774.421469,315.1275979,366
5670000,-119953.907675,315.557300963,366
5672500,-119837.510554,314.744643493,366
5675000,-119540.070214,313.560509417,366
5677500,-120283.74914,311.329334527,366
5680000,-119629.755416,312.02500479,366
5682500,-119571.467968,317.171041055,366
5685000,-120441.908175,312.293089492,366
5687500,-119934.215001,314.562970568,366
5690000,-120427.27954,314.854226064,366
5692500,-120342.239149,310.010984829,366
5695000,-119657.098729,315.648489995,366
5697500,-119965.436916,317.781669311,366
5700000,-119975.421274,314.279208154,366
5702500,-119751.805139,316.485957751,366
5705000,-119571.049363,314.254637263,366
5707500,-120399.005594,310.817502936,366
5710000,-120303.689499,309.239369766,366
5712500,-119323.024658,310.168196555,366
5715000,-120332.424816,313.54412778,366
5717500,-119711.352429,316.491962223,366
5720000,-120527.893036,316.646808143,366
5722500,-120835.707635,313.935556867,366
5725000,-119936.289034,316.726261728,366
5727500,-119584.039633,319.37599985,366
5730000,-119066.012039,312.480866927,366
5732500,-119289.347698,314.609645061,366
5735000,-119412.647202,316.118548694,366
5737500,-120540.927548,315.170309054,366
5740000,-120723.087778,315.463435009,366
5742500,-120262.386532,321.065280615,366
5745000,-120410.564854,313.549428129,366
5747500,-120377.562977,309.601075907,366
5750000,-119618.906689,317.582860713,366
5752500,-119362.441185,315.287057939,366
5755000,-120685.17115,313.858671839,366
5757500,-120490.734382,316.111973689,366
5760000,-120001.143943,317.523327782,366
5762500,-120178.62396,312.759278179,366
5765000,-119719.005062,312.861591,366
5767500,-120158.66577,314.508833656,366
5770000,-119156.405359,311.771919621,366
5772500,-119470.871522,315.074003335,366
5775000,-120022.35852,313.101918643,366
5777500,-120358.727466,313.590709292,366
5780000,-119387.269238,309.439758675,366
5782500,-119084.476548,313.339771456,366
5785000,-119672.98615,315.046304511,366
5787500,-119592.797316,312.825239078,366
5790000,-119325.423946,318.94391337,366
5792500,-119855.327606,316.274251698,366
5795000,-120038.696253,314.900365592,366
5797500,-118766.507124,316.879526797,366
5800000,-119632.986289,313.110287333,366
5802500,-119334.903594,314.367963027,366
5805000,-119716.925321,313.211293896,366
5807500,-119397.155754,309.821367017,366
5810000,-119881.331671,312.646013307,366
5812500,-118487.082166,314.425492762,366
5815000,-120474.608952,315.698990322,366
5817500,-120627.790263,319.789435073,366
5820000,-120332.211058,313.165915023,366
5822500,-119473.397703,318.569302575,366
5825000,-118998.601741,318.731760371,366
5827500,-119993.637292,315.119463583,366
5830000,-119740.129333,313.317885747,366
5832500,-120305.026461,312.862255264,366
5835000,-119380.31869,311.894541761,366
5837500,-120126.849022,311.829862798,366
5840000,-119999.446263,313.465691996,366
5842500,-120038.406025,314.374524259,366
5845000,-120444.317787,310.803024715,366
5847500,-120246.810109,313.679959226,366
5850000,-119628.148651,312.717181563,366
5852500,-120291.93086,311.190353102,366
5855000,-120587.307796,318.22398413,366
5857500,-119864.291524,314.649926538,366
5860000,-120581.383262,315.340539992,366
5862500,-119220.938463,310.368928211,366
5865000,-119796.06854,311.997136615,366
5867500,-119222.381089,314.745031073,366
5870000,-120390.873106,314.319717794,366
5872500,-120270.183905,314.466902881,366
5875000,-119842.447023,314.468393836,366
5877500,-119593.224637,315.093098771,366
5880000,-119891.133739,314.822373962,366
5882500,-119768.109936,310.690661605,366
5885000,-120378.071042,317.630263288,366
5887500,-120516.337386,312.109518049,366
5890000,-119712.548045,311.945576266,366
5892500,-119163.246359,310.94660572,366
5895000,-119451.938833,314.694748401,366
5897500,-119642.036194,315.083445183,366
5900000,-120263.986293,309.359279219,366
5902500,-119982.135276,310.939942605,366
5905000,-119769.533253,315.860961332,366
5907500,-119493.504252,313.93905799,366
5910000,-120562.709627,315.33803274,366
5912500,-119905.455922,314.261561742,366
5915000,-119887.981459,314.637598275,366
5917500,-120305.426638,314.137444689,366
5920000,-120336.423307,316.646901435,366
5922500,-120075.643787,310.811161268,366
5925000,-120603.148397,316.293894835,366
5927500,-119958.466138,314.491848749,366
5930000,-120339.730512,314.373853697,366
5932500,-120267.779943,321.44156416,366
5935000,-120213.905433,310.625305578,366
5937500,-120652.514131,313.286325797,366
5940000,-119661.834211,316.296985086,366
5942500,-119190.213083,314.573205008,366
5945000,-119677.864268,312.40653384,366
5947500,-120160.114667,319.577907327,366
5950000,-120015.963965,315.299721216,366
5952500,-120243.26959,313.777721838,366
5955000,-120209.591761,312.869038271,366
5957500,-120032.293126,312.834691265,366
5960000,-119518.325502,317.43757802,366
5962500,-119518.831237,312.306052973,366
5965000,-119733.853435,313.825061462,366
5967500,-119754.791776,317.378918267,366
5970000,-120628.331118,311.751606919,366
5972500,-120383.312335,315.021546627,366
5975000,-119864.85082,315.352250609,366
5977500,-120779.303906,313.622023073,366
5980000,-120156.76258,315.092077114,366
5982500,-119515.299882,318.718948951,366
5985000,-120742.687217,314.182092224,366
5987500,-119773.78422,313.460317456,366
5990000,-119319.610239,315.277860604,366
5992500,-119098.064264,312.996541385,366
5995000,-119568.152635,317.824023142,366
5997500,-120698.022438,312.925610906,366
6000000,-120360.150553,317.476520655,366
6002500,-119597.553911,317.191672859,366
6005000,-119526.76354,313.574364167,366
6007500,-120619.794538,317.414777714,366
6010000,-119441.253294,315.846082197,366
6012500,-119771.747124,311.631617115,366
6015000,-119544.690814,313.176454135,366
6017500,-120374.468547,310.35093872,366
6020000,-120076.187592,316.68385452,366
6022500,-120632.110218,313.447116649,366
6025000,-120706.00029,312.153193374,366
6027500,-120429.508594,309.165770612,366
6030000,-120650.134478,312.010178153,366
6032500,-120327.675614,313.943017296,366
6035000,-120862.837199,313.170120135,366
6037500,-120328.793513,315.284223919,366
6040000,-121538.747257,316.683878723,366
6042500,-119970.269153,314.140701446,366
6045000,-120293.958569,320.159689631,366
6047500,-121002.147893,315.846699417,366
6050000,-120998.095448,316.213704079,366
6052500,-120467.26605,313.125789379,366
6055000,-120082.300332,312.202496825,366
6057500,-120241.906732,310.911099787,366
6060000,-120718.853634,319.816086286,366
6062500,-120125.518911,312.268933616,366
6065000,-121193.552573,314.524635836,366
6067500,-119589.206935,313.265882697,366
6070000,-120131.758071,314.011109545,366
6072500,-120427.737794,316.030540943,366
6075000,-120309.328084,315.158177327,366
6077500,-120080.644448,313.457812387,366
6080000,-119999.917322,314.838799142,366
