-3.83929 265.504
-3.76173 266.511
-3.68417 269.589
-3.60661 275.023
-3.52905 281.55
-3.45148 289.15
-3.37392 298.34
-3.29636 303.824
-3.25758 314.76
-3.18002 319.208
-3.10246 324.321
-3.02489 328.045
-2.94733 331.785
-2.86977 334.447
-2.79221 336.285
-2.71465 336.418
-2.63709 336.44
-2.55953 334.851
-2.48196 332.468
-2.4044 330.857
-2.32684 330.78
-2.24928 330.545
-2.17172 330.044
-2.09416 330.726
-2.0166 333.743
-1.93904 335.368
-1.86147 335.413
-1.78391 334.315
-1.70635 330.112
-1.62879 322.207
-1.55123 310.693
-1.47367 294.726
-1.39611 276.526
-1.31854 256.443
-1.24098 235.85
-1.16342 214.988
-1.08586 194.002
-1.0083 173.171
-0.93074 154.95
-0.85318 138.881
-0.77561 124.963
-0.69805 113.09
-0.62049 102.966
-0.54293 95.1069
-0.46537 89.0564
-0.38781 84.2571
-0.31025 80.6399
-0.23269 78.0467
-0.15512 76.0738
-0.07756 75.0865
0 74.725
0.07756 75.1157
0.15512 76.3646
0.23268 78.456
0.31024 81.2696
0.38781 85.2257
0.46537 90.1088
0.54293 95.9043
0.62049 102.96
0.69805 111.127
0.77561 120.868
0.85317 131.908
0.93074 144.703
1.0083 159.25
1.08586 175.024
1.16342 192.564
1.24098 212.191
1.31854 230.928
1.3961 249.471
1.47367 269.256
1.55123 286.561
1.62879 302.495
1.70635 317.408
1.78391 327.86
1.86147 333.83
1.93903 336.949
2.01659 336.028
2.09416 333.608
2.17172 330.651
2.24928 327.888
2.32684 325.843
2.4044 325.03
2.48196 326.549
2.55952 328.261
2.63709 328.051
2.71465 327.105
2.79221 324.056
2.86977 321.132
2.94733 316.815
3.02489 311.63
3.10245 305.968
3.18002 299.344
3.25758 293.282
3.33514 286.197
3.4127 280.526
3.49026 275.531
3.56782 271.249
3.64538 268.738
3.72295 266.896
3.80051 265.007
