-3.68334 314.067
-3.64613 313.176
-3.57172 312.693
-3.49731 318.929
-3.4229 317.64
-3.34849 325.656
-3.27408 324.624
-3.19967 327.642
-3.12526 334.794
-3.05085 332.222
-2.97643 337.807
-2.90202 334.779
-2.82761 335.762
-2.7532 340.521
-2.67879 337.082
-2.60438 343.678
-2.52997 341.529
-2.45556 344.669
-2.38115 353.834
-2.30674 356.046
-2.23233 368.515
-2.15791 373.435
-2.0835 388.582
-2.00909 393.115
-1.93468 400.907
-1.86027 411.212
-1.78586 407.167
-1.71145 412.351
-1.63704 402.801
-1.56263 394.019
-1.48822 387.278
-1.4138 369.07
-1.33939 361.445
-1.26498 344.615
-1.19057 333.016
-1.11616 327.515
-1.04175 313.696
-0.96734 310.201
-0.89293 300.312
-0.81852 299.601
-0.74411 291.582
-0.66969 288.434
-0.59528 288.475
-0.52087 281.055
-0.44646 280.674
-0.37205 272.997
-0.29764 269.071
-0.22323 269.624
-0.14882 262.787
-0.07441 263.896
0 260.178
0.07442 261.115
0.14883 267.22
0.22324 267.564
0.29765 276.229
0.37206 276.805
0.44647 284.085
0.52088 283.845
0.59529 287.582
0.6697 295.71
0.74411 297.034
0.81853 306.231
0.89294 307.581
0.96735 315.508
1.04176 328.939
1.11617 335.422
1.19058 352.008
1.26499 359.154
1.3394 369.049
1.41381 384.951
1.48823 390.834
1.56264 404.792
1.63705 405.851
1.71146 413.458
1.78587 406.183
1.86028 400.035
1.93469 397.082
2.0091 381.259
2.08351 375.207
2.15792 361.418
2.23233 354.716
2.30675 353.231
2.38116 344.115
2.45557 345.024
2.52998 338.21
2.60439 337.602
2.6788 340.893
2.75321 335.911
2.82762 339.877
2.90203 335.288
2.97644 335.062
3.05086 338.833
3.12527 332.603
3.19968 335.937
3.27409 329.127
3.3485 330.6
3.42291 323.524
3.49732 319.658
3.57173 320.511
3.64614 313.552
