-4.16045 332.758
-4.07579 331.563
-3.99114 331.578
-3.90648 332.132
-3.82182 331.529
-3.73716 331.581
-3.6525 332.097
-3.56785 331.573
-3.48319 331.4
-3.39853 332.127
-3.31387 331.69
-3.22922 331.775
-3.14456 331.428
-3.0599 331.948
-2.97524 332.273
-2.89059 331.844
-2.80593 332.211
-2.72127 333.42
-2.63661 335.306
-2.55196 339.034
-2.4673 345.98
-2.38264 356.049
-2.29798 370.799
-2.21333 388.266
-2.12867 407.393
-2.04401 425.985
-1.95935 441.671
-1.8747 449.635
-1.79004 450.922
-1.70538 445.469
-1.62072 434.79
-1.53606 418.211
-1.45141 399.243
-1.36675 378.948
-1.28209 358.252
-1.19743 339.259
-1.11278 323.29
-1.02812 312.233
-0.94346 304.913
-0.8588 300.054
-0.77415 296.872
-0.68949 293.383
-0.60483 289.507
-0.52017 285.408
-0.43552 279.43
-0.35086 272.583
-0.2662 264.402
-0.18154 256.114
-0.09688 249.314
-0.01223 244.931
0.07243 245.016
0.15709 249.619
0.24175 256.796
0.3264 265.204
0.41106 273.049
0.49572 279.667
0.58038 285.351
0.66503 289.962
0.74969 293.723
0.83435 297.107
0.91901 300.154
1.00366 305.744
1.08832 314.197
1.17298 325.987
1.25764 341.888
1.34229 361.026
1.42695 381.433
1.51161 401.939
1.59627 420.226
1.68093 435.274
1.76558 445.187
1.85024 450.812
1.9349 447.726
2.01956 438.228
2.10421 423.12
2.18887 404.64
2.27353 386.233
2.35819 369.051
2.44284 355.602
2.5275 345.645
2.61216 339.095
2.69682 335.222
2.78147 333.346
2.86613 333.011
2.95079 331.736
3.03545 332.039
3.12011 331.909
3.20476 331.623
3.28942 332.028
3.37408 331.598
3.45874 331.735
3.54339 331.845
3.62805 331.741
3.71271 331.619
3.79737 331.505
3.88202 332.002
3.96668 331.655
4.05134 331.681
4.136 332.035
4.22065 330.613
