-3.23127 333.4
-3.16518 332.495
-3.09909 331.708
-3.033 332.185
-2.96692 332.543
-2.90083 332.099
-2.83474 332.247
-2.76865 332.323
-2.70256 333.629
-2.63648 334.86
-2.57039 336.609
-2.5043 339.684
-2.43821 346.49
-2.37213 353.996
-2.30604 366.55
-2.23995 379.629
-2.17386 395.359
-2.10777 412.443
-2.04169 428.34
-1.9756 441.513
-1.90951 452.046
-1.84342 458.919
-1.77733 458.581
-1.71125 453.881
-1.64516 445.371
-1.57907 434.662
-1.51298 421.874
-1.4469 405.462
-1.38081 388.688
-1.31472 370.64
-1.24863 353.855
-1.18254 338.342
-1.11646 325.409
-1.05037 315.011
-0.98428 307.458
-0.91819 302.664
-0.85211 299.208
-0.78602 296.709
-0.71993 294.615
-0.65384 292.55
-0.58775 290.313
-0.52167 286.647
-0.45558 281.98
-0.38949 277.526
-0.3234 271.442
-0.25732 264.751
-0.19123 258.287
-0.12514 252.491
-0.05905 247.534
0.00704 245.037
0.07312 245.251
0.13921 247.837
0.2053 252.373
0.27139 258.725
0.33747 265.497
0.40356 272.102
0.46965 277.949
0.53574 282.769
0.60183 286.872
0.66791 290.19
0.734 293.372
0.80009 295.361
0.86618 297.162
0.93226 299.259
0.99835 302.971
1.06444 308.08
1.13053 315.464
1.19662 325.709
1.2627 339.033
1.32879 354.293
1.39488 371.915
1.46097 389.101
1.52705 406.853
1.59314 422.831
1.65923 436.328
1.72532 446.729
1.79141 454.015
1.85749 457.423
1.92358 456.425
1.98967 451.6
2.05576 441.015
2.12184 426.588
2.18793 411.136
2.25402 394.714
2.32011 379.188
2.3862 365.098
2.45228 354.81
2.51837 345.397
2.58446 339.345
2.65055 336.701
2.71663 335.223
2.78272 333.253
2.84881 332.423
2.9149 332.039
2.98099 332.74
3.04707 331.676
3.11316 332.23
3.17925 331.536
3.24534 332.16
3.31142 331.018
